priority_rank,priority_group,priority_label,doc_id,name,org_name,category_general,category_detail,papers_count,doi_1,title_1,year_1,abstract_1,doi_2,title_2,year_2,abstract_2,doi_3,title_3,year_3,abstract_3
108,99,その他,eqnet-4834,3D画像処理ソフトウェア マックスネット Dragonfly,山口大学 総合科学実験センター 生体分析実験施設,その他,その他,3,10.1080/15384047.2025.2603095,Assessing progesterone receptor modulation in glioblastoma: from in vitro and animal model to a human pilot protocol,2026,"Our research highlights the critical role PR in GB progression using in vitro and in vivo models. MF, a PR modulator, effectively reduced cell viability and sphere formation in cellular assays and significantly decreased tumor volume in an in vivo study. The pilot trial demonstrated the pharmacological safety of using MF as an adjuvant in GB treatment. Patients treated with MF showed a significant increase in survival, with an 80% survival rate at 1 year compared to 0% in those who were treated…",10.1108/rpj-04-2025-0128,One-step 3D printing of polyurethane structures with tailored intrinsic porosity for wound dressing applications using immersion precipitation 3D printing,2026,"Purpose Porous structures are crucial for wound dressings, but conventional 3D printing techniques often struggle to produce them effectively. This study aims to develop a one-step 3D printing method to fabricate polyurethane wound dressings with tunable pore architectures, addressing the limitations of traditional approaches. Surface roughness and porosity can be controlled in the present method, leading to a potential influence on cell behavior that promotes wound healing. Design/methodology/…",10.1590/1679-7825/e8897,An Exact Geometrically Nonlinear 3D Truss Finite Element with Variable Axial Rigidity Based on Positional Formulation,2026,要旨未取得のため、論文題名「An Exact Geometrically Nonlinear 3D Truss Finite Element with Variable Axial Rigidity Based on Positional Formulation」を基にした暫定要約です。 掲載誌: Latin American Journal of Solids and Structures 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
109,99,その他,eqnet-3100,3D画像解析ソフトウェア Imaris,佐賀大学 総合分析実験センター 鍋島地区 機器分析部門,その他,その他,3,10.1080/15384047.2025.2603095,Assessing progesterone receptor modulation in glioblastoma: from in vitro and animal model to a human pilot protocol,2026,"Our research highlights the critical role PR in GB progression using in vitro and in vivo models. MF, a PR modulator, effectively reduced cell viability and sphere formation in cellular assays and significantly decreased tumor volume in an in vivo study. The pilot trial demonstrated the pharmacological safety of using MF as an adjuvant in GB treatment. Patients treated with MF showed a significant increase in survival, with an 80% survival rate at 1 year compared to 0% in those who were treated…",10.1108/rpj-04-2025-0128,One-step 3D printing of polyurethane structures with tailored intrinsic porosity for wound dressing applications using immersion precipitation 3D printing,2026,"Purpose Porous structures are crucial for wound dressings, but conventional 3D printing techniques often struggle to produce them effectively. This study aims to develop a one-step 3D printing method to fabricate polyurethane wound dressings with tunable pore architectures, addressing the limitations of traditional approaches. Surface roughness and porosity can be controlled in the present method, leading to a potential influence on cell behavior that promotes wound healing. Design/methodology/…",10.1590/1679-7825/e8897,An Exact Geometrically Nonlinear 3D Truss Finite Element with Variable Axial Rigidity Based on Positional Formulation,2026,要旨未取得のため、論文題名「An Exact Geometrically Nonlinear 3D Truss Finite Element with Variable Axial Rigidity Based on Positional Formulation」を基にした暫定要約です。 掲載誌: Latin American Journal of Solids and Structures 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
110,99,その他,eqnet-2283,3H/14C サーベイメータ,岐阜大学 科学研究基盤センター RI実験分野,専用測定装置,放射線・RI(放射性同位体)関連,3,10.1038/s41598-025-31374-7,"Assessment of 137Cs, 90Sr, 241Am, 239+240Pu, 3H (HTO, OBT) in the fish from lakes, rivers, and nuclear shell craters of the semipalatinsk test site",2026,"要旨未取得のため、論文題名「Assessment of 137Cs, 90Sr, 241Am, 239+240Pu, 3H (HTO, OBT) in the fish from lakes, rivers, and nuclear shell craters of the semipalatinsk test site」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1186/s12868-025-00987-z,Guanidino compounds with native GABA(A) δ receptor selectivity: a tale of homeostatic compensation in δ-KO mice,2026,"Abstract Altered GABAergic transmission has been implicated in the neurological symptoms of metabolic disorders associated with guanidino compound (GC) accumulation. Building on previous findings that selected GCs act as direct orthosteric GABAA​ receptor (GABAR) agonists, we now asked whether these GCs act preferentially on high-affinity extrasynaptic δ subunit-containing receptors (δ-GABAs). Using whole-cell patch clamp recordings from mouse cerebellar granule cells (CGCs) in brain slices of…",10.1038/s41598-025-31108-9,Peptidomics and pharmacological profiling of Odontobuthus doriae (Buthidae) scorpion venom at the kappa opioid receptor,2026,"Abstract Scorpion venoms are rich in bioactive peptides, many of which act on ion channels and neurotransmitter systems, yet their capacity to interact with G protein-coupled receptors (GPCRs) has been largely unexplored. Here, we profiled the venom peptides of five species in the family Buthidae and evaluated their activity at the kappa opioid receptor (KOR). Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) revealed species-specific peptide fingerprin…"
111,99,その他,eqnet-2014,3元RFマグネトロンスパッタ装置(MNS-200RF),山口大学 総合科学実験センター常盤分室,成膜・蒸着・膜厚測定,真空蒸着・スパッタ(vac. coater・Sputter),3,10.31127/tuje.1779491,Analysis of Factors Affecting Academic Success with Machine Learning: Data-Driven Inferences in Education,2026,"With the digital transformation in education, big data analytics is increasingly being used to understand, monitor, and improve students' academic performance. Analyzing student behavior, engagement levels, prior achievements, and study habits enables the creation of more effective and personalized learning environments. This study aimed to predict academic achievement from student data using machine learning (ML) algorithms and to identify the factors affecting achievement. Seven different alg…",10.1038/s42003-025-09371-3,Multi-contrast generation and quantitative MRI using a transformer-based framework with RF excitation embeddings,2026,要旨未取得のため、論文題名「Multi-contrast generation and quantitative MRI using a transformer-based framework with RF excitation embeddings」を基にした暫定要約です。 掲載誌: Communications Biology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-33871-1,Simultaneous prediction and optimisation of rock fragmentation and ground vibration using an ANN–RF ensemble in open-pit blasting,2026,要旨未取得のため、論文題名「Simultaneous prediction and optimisation of rock fragmentation and ground vibration using an ANN–RF ensemble in open-pit blasting」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
112,99,その他,eqnet-2037,3次元デジタイザーシステム(Dimension/3次元プリンタ)(米国Stratasys社・Dimension Elite 3D Printer),福井大学 産学官連携本部,その他,その他,3,10.31643/2027/6445.01,Influence of additives and temperature regime on the setting kinetics and strength of foamed concrete,2027,"The article presents the results of the development of the physico-mechanical characteristics of fast-setting lightweight concrete. Based on the obtained data, it was concluded that the use of metal cassette molds in foam concrete technology is ineffective. Their turnover can be increased by heating the floor in the workshop and insulating the sides and surfaces of the molds. However, the high cost of energy carriers increases the material's production cost and reduces its competitiveness. At a…",10.19139/soic-2310-5070-3032,From Intelligence to Trust: Evaluating AI-Powered Service Quality for User Satisfaction and Continuance in mHealth,2026,"Mobile health (mHealth) applications are increasingly integrating artificial intelligence (AI), transforming digital health technologies by making them more convenient, accessible, and personalized. This research addresses the gap in understanding how AI functionalities influence user behavior, guiding the design of effective mHealth solutions. This study examines the correlation between AI-powered service quality, user satisfaction, and continuous usage, using the Sehhaty app in Saudi Arabia a…",10.2320/jinstmet.j202537,Achieving Tensile Strength of 1 GPa with Ductility in Al-Cu Alloy (A2024),2026,要旨未取得のため、論文題名「Achieving Tensile Strength of 1 GPa with Ductility in Al-Cu Alloy (A2024)」を基にした暫定要約です。 掲載誌: Nippon Kinzoku Gakkaishi Journal of the Japan Institute of Metals 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
113,99,その他,eqnet-5190,3次元構築解析ソフト (Imaris),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,画像撮影/解析,ソフトウェア,3,10.1038/s41598-025-30648-4,Hematopoietic EphA4 deficiency alters microglial heterogeneity and improves chronic spatial memory after brain injury,2026,要旨未取得のため、論文題名「Hematopoietic EphA4 deficiency alters microglial heterogeneity and improves chronic spatial memory after brain injury」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12974-025-03648-4,Soluble CSF1R alleviates microgliopathy in a CSF1R-related leukoencephalopathy (CRL) mouse model,2026,"Abstract Colony-stimulating factor 1 receptor (CSF1R), primarily expressed on microglia in the central nervous system (CNS), is essential for microglial homeostasis and survival. CSF1R dysfunction, due to a monoallelic mutation, causes CSF1R-related leukoencephalopathy (CRL), a primary microgliopathy. CSF1R undergoes proteolytic cleavage to release soluble CSF1R (sCSF1R), which is decreased in the serum of CRL patients. However, the biological function of sCSF1R remains unknown. Here, we found…",10.1186/s12974-025-03661-7,Regulatory T cells promote microglia-mediated synapse engulfment and functional recovery via the OPN-CD74 axis after spinal cord injury in mice,2026,要旨未取得のため、論文題名「Regulatory T cells promote microglia-mediated synapse engulfment and functional recovery via the OPN-CD74 axis after spinal cord injury in mice」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
114,99,その他,eqnet-681,3次元表面構造解析装置(Zygo・NewView ・7300),岡山大学 自然生命科学研究支援センター 分析計測分野,専用測定装置,表面粗さ・表面形状測定器,3,10.1016/j.measurement.2026.120541,High precision spatial-carrier phase-shift application technology based on frequency modulation,2026,要旨未取得のため、論文題名「High precision spatial-carrier phase-shift application technology based on frequency modulation」を基にした暫定要約です。 掲載誌: Measurement Journal of the International Measurement Confederation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1117/12.3083539,Transmitted wavefront metrology of aspheric wavefronts using scanning Fizeau interferometry,2025,要旨未取得のため、論文題名「Transmitted wavefront metrology of aspheric wavefronts using scanning Fizeau interferometry」を基にした暫定要約です。 掲載誌: Proceedings of SPIE the International Society for Optical Engineering 出版年: 2025 分野: Conference Paper 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.optlastec.2025.114166,Point diffraction interferometry system based on Pinhole-Plate phase-shifting,2026,要旨未取得のため、論文題名「Point diffraction interferometry system based on Pinhole-Plate phase-shifting」を基にした暫定要約です。 掲載誌: Optics and Laser Technology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
115,99,その他,eqnet-3585,3点曲げ試験機(MMT-100NB-10H),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,専用測定装置,その他,3,10.1038/s41598-025-32522-9,TomatoRipen-MMT: transformer-based RGB and NIR spectral fusion for tomato maturity grading,2026,要旨未取得のため、論文題名「TomatoRipen-MMT: transformer-based RGB and NIR spectral fusion for tomato maturity grading」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12877-025-06760-5,"Associations between ultrasonographic masseter muscle thickness, sarcopenia and Eichner index in geriatric outpatients : a case control study",2026,Decreased MMT might be useful as a predictor of low appendicular skeletal muscle mass.,10.1038/s41598-025-30576-3,"Antibacterial bionanocomposite hydrogel based on hydroxyethyl cellulose, poly(vinyl alcohol), and montmorillonite clay as a scaffold for bone tissue engineering application",2026,"It is well-documented that tissue engineering (TE) has been established as a powerful alternative for treatment of damaged and failed tissues/organs. Therefore, a novel bionanocomposite hydrogel was synthesized based on hydroxyethyl cellulose (HEC), poly(vinyl alcohol) (PVA), and montmorillonite (MMT) clay as a scaffold for bone TE application. For this, HEC and PVA were functionalized with maleic anhydride (MA) to afford HEC-MA and PVA-MA macromonomers. Clay was modified by a methacrylate-end…"
116,99,その他,eqnet-5253,4D-NUCLEOFECTOR一式(Lonza・AAF-1002B),広島大学 ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター,遺伝子・ゲノム,遺伝子導入装置,3,10.1038/s41598-025-33919-2,Association between digit ratio (2D:4D) and right–left difference in 2D:4D ratio with breast cancer risk: multicentre case–control study from India,2026,要旨未取得のため、論文題名「Association between digit ratio (2D:4D) and right–left difference in 2D:4D ratio with breast cancer risk: multicentre case–control study from India」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41467-025-66529-7,Integrated bionic LiDAR for adaptive 4D machine vision,2026,要旨未取得のため、論文題名「Integrated bionic LiDAR for adaptive 4D machine vision」を基にした暫定要約です。 掲載誌: Nature Communications 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12872-025-05388-y,4D echocardiographic detection of early right atrial and ventricular dysfunction following dual-chamber pacing,2026,"Abstract Background Although the influence of pacing on left ventricular function is well documented, the effect of right ventricular (RV) pacing, particularly concerning lead location (septal vs. apical), on RV function remains underexplored. Furthermore, there is a lack of literature regarding right atrial (RA) remodelling and functional changes following pacemaker implantation. Purpose To assess the effect of a dual-chamber pacemaker on RA and RV structure and function, and their correlation…"
117,99,その他,eqnet-5063,4m載荷フレーム,島根大学 総合理工学部 建築デザイン学科 建築構造実験室,土木・建築・工学関連装置,土木・建築・工学関連装置,3,10.1007/s00253-025-13660-6,Cosolvent-induced spontaneous refolding of lipase,2026,"The overexpression of proteins in Escherichia coli often results in the formation of inclusion bodies, which are biologically inactive, especially for proteins with exposed hydrophobic surfaces. Solubilization of inclusion bodies (IBs) and subsequent refolding is essential for obtaining correctly folded and active protein. However, protein refolding involves multiple steps-namely isolation, solubilization, and refolding-which is a labor-intensive process. In this study, we developed a strategy…",10.5829/ije.2026.39.09c.10,Evaluation and Optimization Method for Digital Construction Collaborative Design based on 3D Model Half Fold Simplification,2026,要旨未取得のため、論文題名「Evaluation and Optimization Method for Digital Construction Collaborative Design based on 3D Model Half Fold Simplification」を基にした暫定要約です。 掲載誌: International Journal of Engineering Transactions C Aspects 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.molstruc.2026.145436,"Antimicrobial and antibiofilm activity of substituted pyrazoles: Design, synthesis and molecular docking studies",2026,"要旨未取得のため、論文題名「Antimicrobial and antibiofilm activity of substituted pyrazoles: Design, synthesis and molecular docking studies」を基にした暫定要約です。 掲載誌: Journal of Molecular Structure 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
118,99,その他,eqnet-4226,4探針抵抗率測定器(Si室) ナプソン(RT-70/RG-7),東北大学 研究推進・支援機構コアファシリティ統括センター,半導体製造関連装置,半導体製造関連装置,3,10.31643/2027/6445.12,Effect of Complex Alloying on the Phase Composition and Thermal Characteristics of Al–Fe–Si Aluminum Alloys,2027,"This study presents a comprehensive analysis of phase formation in Al–Fe–Si aluminum alloys with the addition of ten industrially significant alloying elements (Mg, Cu, Ni, Mn, Cr, Zn, Ti, Zr, V, Be), performed using thermodynamic modeling via the Thermo-Calc software package. Phase formation was investigated and compared in a commercial alloy (Al98–Fe1–Si1) and an intermetallic alloy (Al60–Fe33–Si7) under both individual and synergistic alloying conditions. The thermal characteristics (liquidu…",10.1038/s41598-025-34052-w,Northern Nordic river mouth N:P:Si stoichiometry shows limited evidence of Si depletion,2026,"Abstract River mouth nitrogen: phosphorus: silicon (N:P:Si) stoichiometry can predict marine eutrophication potential. Furthermore, deviations from Redfield molar N: P:Si = 16:1:20 ratios can offer insight into limiting nutrients and risks for harmful algal blooms (HAB). Here, we present N:P:Si stoichiometry based on total P, dissolved inorganic N and dissolved Si for 88 coastal river mouths in Norway, Sweden and Finland between 2017 and 2024. Rivers ranged from ultra-oligotrophic to hyper-eutr…",10.1007/s42773-025-00556-x,Influence of aged silicon-rich biochars (Si-chars) on leaf Cd accumulation in pakchoi (Brassica rapa subsp. chinensis): a pyrolysis temperature-dependent response,2026,"Abstract Silicon-rich biochars (Si-chars) have demonstrated effectiveness in heavy metal remediation. However, the evolution of their functionality during environmental aging remains poorly understood. Here, we investigated the effects of artificial aging on rice husk-derived Si-chars pyrolysis at 300 ℃, 500 ℃, and 700 ℃, further evaluating their efficacy in mitigating cadmium (Cd) toxicity in soil-pakchoi systems. Aging induced a temperature-dependent response, which reduced the performance of…"
119,99,その他,eqnet-4892,4本キャピラリーDNAシーケンサー(Thermo Fisher Scientific社 SeqStudio Genetic Analyzer ),神戸大学 研究基盤センター アイソトープ部門,遺伝子・ゲノム,DNAシーケンサー(NGS),3,10.4025/actascihealthsci.v48i1.75131,Polymorphism rs8057341 in the NOD2 gene and its clinical-laboratory association with visceral leishmaniasis,2026,要旨未取得のため、論文題名「Polymorphism rs8057341 in the NOD2 gene and its clinical-laboratory association with visceral leishmaniasis」を基にした暫定要約です。 掲載誌: Acta Scientiarum Health Sciences 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-32635-1,Expression of DNA-damage response genes after exposure to high LET particles used in BNCT in glioblastoma cells with altered radiosensitivity,2026,要旨未取得のため、論文題名「Expression of DNA-damage response genes after exposure to high LET particles used in BNCT in glioblastoma cells with altered radiosensitivity」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s00436-025-08583-0,A framework for optimising arthropod DNA quality and quantity for modern sequencing tools using hard ticks (Ixodidae),2026,"Abstract Advanced sequencing technologies require strict standards for DNA input and integrity. This study addresses the challenge of extracting high-quality, endogenous DNA from smaller arthropods with mixed DNA sources (arthropod, host, and microbiome), using Amblyomma triguttatum as a model organism. We evaluated three tissue types (Whole, Bisected, and Legs), three disruption methods (Undisrupted, Sliced, and liquid nitrogen bead Homogenisation), and two extraction kits (Qiagen DNeasy Blood…"
120,99,その他,eqnet-1671,64Cu分離精製装置(住友重機械工業(株)製),岡山大学 医歯薬学域,その他,その他,3,10.1186/s13550-025-01369-6,225Ac-NOTA-trastuzumab human dosimetry using inter-radionuclide and biological half-life based allometric extrapolation method,2026,要旨未取得のため、論文題名「225Ac-NOTA-trastuzumab human dosimetry using inter-radionuclide and biological half-life based allometric extrapolation method」を基にした暫定要約です。 掲載誌: Ejnmmi Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1063/5.0310213,"Assessment of dose equivalent rate compliance in the areas surrounding a bunker housing a cyclotron to produce 64Cu, 68Ga and 89Zr",2025,"要旨未取得のため、論文題名「Assessment of dose equivalent rate compliance in the areas surrounding a bunker housing a cyclotron to produce 64Cu, 68Ga and 89Zr」を基にした暫定要約です。 掲載誌: Aip Conference Proceedings 出版年: 2025 分野: Conference Paper 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1016/j.cbpc.2025.110419,Copper uptake in blue crabs is independent of sodium transport under hyposaline conditions,2026,要旨未取得のため、論文題名「Copper uptake in blue crabs is independent of sodium transport under hyposaline conditions」を基にした暫定要約です。 掲載誌: Comparative Biochemistry and Physiology Part C Toxicology and Pharmacology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
121,99,その他,eqnet-4893,8本キャピラリーDNAシーケンサー(Thermo Fisher Scientific社 SeqStudio 8 Flex Genetic Analyzer ),神戸大学 研究基盤センター アイソトープ部門,遺伝子・ゲノム,DNAシーケンサー(NGS),3,10.4025/actascihealthsci.v48i1.75131,Polymorphism rs8057341 in the NOD2 gene and its clinical-laboratory association with visceral leishmaniasis,2026,要旨未取得のため、論文題名「Polymorphism rs8057341 in the NOD2 gene and its clinical-laboratory association with visceral leishmaniasis」を基にした暫定要約です。 掲載誌: Acta Scientiarum Health Sciences 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-32635-1,Expression of DNA-damage response genes after exposure to high LET particles used in BNCT in glioblastoma cells with altered radiosensitivity,2026,要旨未取得のため、論文題名「Expression of DNA-damage response genes after exposure to high LET particles used in BNCT in glioblastoma cells with altered radiosensitivity」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s00436-025-08583-0,A framework for optimising arthropod DNA quality and quantity for modern sequencing tools using hard ticks (Ixodidae),2026,"Abstract Advanced sequencing technologies require strict standards for DNA input and integrity. This study addresses the challenge of extracting high-quality, endogenous DNA from smaller arthropods with mixed DNA sources (arthropod, host, and microbiome), using Amblyomma triguttatum as a model organism. We evaluated three tissue types (Whole, Bisected, and Legs), three disruption methods (Undisrupted, Sliced, and liquid nitrogen bead Homogenisation), and two extraction kits (Qiagen DNeasy Blood…"
122,99,その他,eqnet-4946,AC2-5N7 / ESCO(安全キャビネット),香川大学 医学部 医学科 医学部 研究基盤センター 機器共用デジタルラボ,培養/恒温恒湿度器/滅菌機機,その他,3,10.1016/j.synbio.2025.12.001,Leveraging ANXA1 to enhance recombinant protein yields in CHO cells: A UPR-Mediated bioprocessing approach,2026,要旨未取得のため、論文題名「Leveraging ANXA1 to enhance recombinant protein yields in CHO cells: A UPR-Mediated bioprocessing approach」を基にした暫定要約です。 掲載誌: Synthetic and Systems Biotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.vhri.2025.101543,"Psychometric Performance of EQ-HWB and EQ-HWB-9 Self-Complete and Interviewer-Administered Versions in Literate, Low-Literacy, and Patient Populations in Indonesia",2026,"To our knowledge, this is the first study to validate the experimental IA versions of EQ-HWB and EQ-HWB-9 in Indonesia. The findings support their robust psychometric properties and feasibility for use in low-literacy and patient populations.",10.1016/j.nucengdes.2025.114709,Analyses of Ibscth tests using thermal-hydraulics and fluid dynamic codes,2026,要旨未取得のため、論文題名「Analyses of Ibscth tests using thermal-hydraulics and fluid dynamic codes」を基にした暫定要約です。 掲載誌: Nuclear Engineering and Design 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
123,99,その他,eqnet-5313,AKTA pure 25 T2 Global Life Sciences Solutions Operations(AKTA pure 25 T2),東北大学 研究推進・支援機構コアファシリティ統括センター,分離分析装置,その他,3,10.1186/s12951-025-03911-z,"Engineered extracellular vesicles-mediated curcumin delivery in brain microenvironment modulating lysosomes, mitochondria, and microglia reprogram for parkinson’s disease therapy",2026,"要旨未取得のため、論文題名「Engineered extracellular vesicles-mediated curcumin delivery in brain microenvironment modulating lysosomes, mitochondria, and microglia reprogram for parkinson’s disease therapy」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1186/s12974-025-03624-y,SYK regulates Schwann cell metabolic reprogramming to promote axonal regeneration in immune-mediated neuropathy,2026,要旨未取得のため、論文題名「SYK regulates Schwann cell metabolic reprogramming to promote axonal regeneration in immune-mediated neuropathy」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.carbpol.2025.124863,Structural characterization of Atractylodes macrocephala polysaccharide 1 and its gut microbiota-mediated alleviation of ulcerative colitis,2026,要旨未取得のため、論文題名「Structural characterization of Atractylodes macrocephala polysaccharide 1 and its gut microbiota-mediated alleviation of ulcerative colitis」を基にした暫定要約です。 掲載誌: Carbohydrate Polymers 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
124,99,その他,eqnet-5244,ARIAMX リアルタイムPCRシステム2色モデル(Agilent/Stratagene・G8830A),広島大学 ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター,遺伝子・ゲノム,リアルタイムPCR装置,3,10.1016/j.bioactmat.2025.12.026,Tailoring nanotopography and antibacterial properties of calcium phosphate bone grafts via fluoride incorporation,2026,要旨未取得のため、論文題名「Tailoring nanotopography and antibacterial properties of calcium phosphate bone grafts via fluoride incorporation」を基にした暫定要約です。 掲載誌: Bioactive Materials 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.phytochem.2025.114721,Aziridine-ring-opened azicemicins with ferroptosis inhibitory activity from the Kibdelosporangium phytohabitans XY-R10,2026,要旨未取得のため、論文題名「Aziridine-ring-opened azicemicins with ferroptosis inhibitory activity from the Kibdelosporangium phytohabitans XY-R10」を基にした暫定要約です。 掲載誌: Phytochemistry 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.jbc.2025.111003,Gene expression analysis and proximity labeling reveal post-transcriptional functions of the yeast RNA polymerase II regulator Def1,2026,"Def1 is a yeast protein that promotes transcription elongation and regulates the degradation of RNA polymerase II during transcription stress. Although Def1 is localized in the cytoplasm, its functions in this cellular compartment are not yet understood. Despite its well-established roles in transcription, a comprehensive genome-wide analysis of its impact on gene expression has not been conducted. Here, we performed RNA-Seq analysis on cells lacking DEF1 and surprisingly found that only a few…"
125,99,その他,eqnet-3802,AVIZO,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,土木・建築・工学関連装置,土木・建築・工学関連装置,3,10.1016/j.cscm.2026.e05780,Damage mechanism of foamed asphalt mixture under the coupling effect of salt-water-temperature base on CT technology,2026,要旨未取得のため、論文題名「Damage mechanism of foamed asphalt mixture under the coupling effect of salt-water-temperature base on CT technology」を基にした暫定要約です。 掲載誌: Case Studies in Construction Materials 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.jcis.2025.139492,Design and adsorption mechanism analysis of a customized deacidification system for paper literature,2026,要旨未取得のため、論文題名「Design and adsorption mechanism analysis of a customized deacidification system for paper literature」を基にした暫定要約です。 掲載誌: Journal of Colloid and Interface Science 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.wasman.2025.115294,Changes in the pore structures of municipal solid waste samples with different abilities to provide support to the landfill structure during degradation: Analysis of synthetic waste using X-ray computed microtomography,2026,要旨未取得のため、論文題名「Changes in the pore structures of municipal solid waste samples with different abilities to provide support to the landfill structure during degradation: Analysis of synthetic waste using X-ray computed microtomography」を基にした暫定要約です。 掲載誌: Waste Management 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
126,99,その他,eqnet-2320,Agilent DNA マイクロアレイスキャナ,岐阜大学 科学研究基盤センター ゲノム研究分野,遺伝子・ゲノム,マイクロアレイ解析システム,3,10.1186/s42238-025-00299-3,Classifying Cannabis sativa chemovars using K-means analysis of elemental composition,2026,"Abstract Understanding specific nutritional requirements of plants is a necessary component of growth optimization and can help growers promote desired traits and mitigate undesired traits. Cannabis is one such medicinally valuable plant prized for its content of specific phytochemicals. Cannabis is a commodity with numerous chemovars, each with their own nutritional needs. This can make generalizing targets for elemental content in the finished plant commodity difficult. One approach to make b…",10.1038/s41598-025-18775-4,Direct method for Ra-226 analysis in water samples using ICP-QQQ-MS,2026,"Abstract The paper describes a method of determination of Ra-226 in natural water using ICP-QQQ-MS, Agilent 8900, that enables an efficient direct determination of Ra-226 with high sensitivity without using any reaction gas and separation procedures for interference removal. The matrix effect, together with the instability of the sensitivity are controlled by spiking the sample with Ra-226. The method is simple and fast with a detection limit around of 0.1 fg g -1 (3.6 mBq kg -1 ), which is ten…",10.1007/s00018-025-05978-1,Cholestanol promotes tau pathology in a mouse model of tauopathy,2026,要旨未取得のため、論文題名「Cholestanol promotes tau pathology in a mouse model of tauopathy」を基にした暫定要約です。 掲載誌: Cellular and Molecular Life Sciences 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
