doc_id,doi,source,status,error
dkq804r7jUXyjKAhJ9lf,10.1186/s12882-025-04676-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dkq804r7jUXyjKAhJ9lf,10.1186/s12882-025-04634-x,openalex,ready,
dktlu5F0Qli8dkooRWWx,10.1016/j.biomaterials.2025.123707,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dktlu5F0Qli8dkooRWWx,10.1016/j.bbrc.2025.153129,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dktlu5F0Qli8dkooRWWx,10.1016/j.omton.2025.201045,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dlYJwd5sAcriIRU5HLBf,10.1186/s12964-025-02576-3,openalex,ready,
dlYJwd5sAcriIRU5HLBf,10.1038/s41598-025-29437-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dlYJwd5sAcriIRU5HLBf,10.1038/s41467-025-68070-z,crossref,ready,
dmkh3juDOR7NLusxuc8H,10.31643/2027/6445.06,openalex,ready,
dmkh3juDOR7NLusxuc8H,10.1080/19490976.2025.2601430,openalex,ready,
dmkh3juDOR7NLusxuc8H,10.1080/15384047.2025.2603095,openalex,ready,
dnNaPT3PPArZ0Nl8PkTA,10.1186/s13017-025-00660-0,openalex,ready,
dnNaPT3PPArZ0Nl8PkTA,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dnNaPT3PPArZ0Nl8PkTA,10.1186/s12891-025-09382-5,openalex,ready,
dns69dabv0mORfEh8yHm,10.1186/s44147-025-00847-x,crossref,ready,
dns69dabv0mORfEh8yHm,10.1038/s41598-025-31317-2,openalex,ready,
dns69dabv0mORfEh8yHm,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
drGYUrw3hhJWs7tbiziR,10.31643/2027/6445.06,openalex,ready,
drGYUrw3hhJWs7tbiziR,10.1080/19490976.2025.2601430,openalex,ready,
drGYUrw3hhJWs7tbiziR,10.1080/15384047.2025.2603095,openalex,ready,
dscRHgWq440k6LoZPSa8,10.22034/ijhcum.2026.01.06,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
dscRHgWq440k6LoZPSa8,10.1145/3765766.3765839,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dscRHgWq440k6LoZPSa8,10.1186/s12864-025-12307-0,crossref,ready,
dtsHpkQksDq05Icmk2A9,10.31643/2027/6445.12,openalex,ready,
dtsHpkQksDq05Icmk2A9,10.34190/ejel.24.1.3990,openalex,ready,
dtsHpkQksDq05Icmk2A9,10.1007/s10238-025-01948-w,openalex,ready,
ducmK7ZQzvkyio8DVnRI,10.1007/s41939-025-01093-7,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ducmK7ZQzvkyio8DVnRI,10.1038/s41598-025-31316-3,openalex,ready,
ducmK7ZQzvkyio8DVnRI,10.1186/s12864-025-12242-0,openalex,ready,
dutuuRpI6SVwJlZVpCDT,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dutuuRpI6SVwJlZVpCDT,10.1038/s41598-025-28860-3,openalex,ready,
dutuuRpI6SVwJlZVpCDT,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dwMO0J5QhrRRI38AvZ5D,10.1186/s42238-025-00299-3,crossref,ready,
dwMO0J5QhrRRI38AvZ5D,10.1186/s12866-025-04523-1,openalex,ready,
dwMO0J5QhrRRI38AvZ5D,10.1007/s11033-025-11395-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dxQ0qsuyvnUGr8jGvkF3,10.31643/2027/6445.08,openalex,ready,
dxQ0qsuyvnUGr8jGvkF3,10.31729/jnma.v64i293.9282,openalex,ready,
dxQ0qsuyvnUGr8jGvkF3,10.1080/15476278.2025.2575599,openalex,ready,
dydMYjTjQeENYvbEAHaf,10.31127/tuje.1804146,openalex,ready,
dydMYjTjQeENYvbEAHaf,10.1186/s13595-025-01309-3,openalex,ready,
dydMYjTjQeENYvbEAHaf,10.1038/s41598-025-30653-7,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
dzlqkkO0lti3F1rr4iN1,10.1186/s44147-025-00847-x,crossref,ready,
dzlqkkO0lti3F1rr4iN1,10.1038/s41598-025-31317-2,openalex,ready,
dzlqkkO0lti3F1rr4iN1,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
e1sF63nfig0WxiZk7W7J,10.1038/s41598-025-31964-5,openalex,ready,
e1sF63nfig0WxiZk7W7J,10.1007/s44246-025-00244-2,openalex,ready,
e1sF63nfig0WxiZk7W7J,10.1038/s41598-025-29880-9,crossref,ready,
e2F63CXj02aqBD9NXtPZ,10.1016/j.molstruc.2025.145078,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2F63CXj02aqBD9NXtPZ,10.1016/j.snb.2025.139354,openalex,ready,
e2F63CXj02aqBD9NXtPZ,10.1016/j.jgeb.2025.100629,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2lNfZLerJjYd3n3cW5Z,10.1080/10872981.2026.2616194,openalex,ready,
e2lNfZLerJjYd3n3cW5Z,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
e2lNfZLerJjYd3n3cW5Z,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2mFkfDFUUW84FguBb1o,10.1186/s13058-025-02156-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2mFkfDFUUW84FguBb1o,10.1186/s13550-025-01352-1,crossref,ready,
e2mFkfDFUUW84FguBb1o,10.1007/s41939-025-01107-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2uflAhjuaEHVpGQIeh3,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e2uflAhjuaEHVpGQIeh3,10.1186/s12891-025-09382-5,openalex,ready,
e2uflAhjuaEHVpGQIeh3,10.1186/s43055-025-01669-w,crossref,ready,
e4dPbPK4y6mxrPNZkny3,10.1080/2162402x.2025.2605741,openalex,ready,
e4dPbPK4y6mxrPNZkny3,10.1007/s10143-025-03932-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e4dPbPK4y6mxrPNZkny3,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e5Mnb8wSVxUvgBMiFxJb,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
e5Mnb8wSVxUvgBMiFxJb,10.1007/s11033-026-11457-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e5Mnb8wSVxUvgBMiFxJb,10.1007/s11033-025-11422-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e6qyPIr5thbiHZNiLfMo,10.1007/s11033-025-11366-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e6qyPIr5thbiHZNiLfMo,10.1016/j.ultras.2025.107846,openalex,ready,
e6qyPIr5thbiHZNiLfMo,10.1016/j.bioactmat.2025.10.014,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e8cRSWvK6J1AvmcdZWlB,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e8cRSWvK6J1AvmcdZWlB,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e8cRSWvK6J1AvmcdZWlB,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e90DTByOqdMFWZNqsNg6,10.31643/2027/6445.05,openalex,ready,
e90DTByOqdMFWZNqsNg6,10.31643/2027/6445.08,openalex,ready,
e90DTByOqdMFWZNqsNg6,10.31643/2027/6445.01,openalex,ready,
e95sDMcCzmQMtbQGTI4D,10.1186/s44147-025-00847-x,crossref,ready,
e95sDMcCzmQMtbQGTI4D,10.1038/s41598-025-31317-2,openalex,ready,
e95sDMcCzmQMtbQGTI4D,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
e99JNcd5eTnNSXXdFE1M,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e99JNcd5eTnNSXXdFE1M,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e99JNcd5eTnNSXXdFE1M,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
e9Fzon4iRpznqCj6VHYE,10.1186/s44147-025-00847-x,crossref,ready,
e9Fzon4iRpznqCj6VHYE,10.1038/s41598-025-31317-2,openalex,ready,
e9Fzon4iRpznqCj6VHYE,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eA0nxgWTHpmWf0WQyU4j,10.31729/jnma.v64i293.9282,openalex,ready,
eA0nxgWTHpmWf0WQyU4j,10.1080/10717544.2026.2614101,openalex,ready,
eA0nxgWTHpmWf0WQyU4j,10.12957/redp.2026.90737,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eAKrjEr586HswrdTSIB6,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eAKrjEr586HswrdTSIB6,10.1038/s41598-025-28860-3,openalex,ready,
eAKrjEr586HswrdTSIB6,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eBBjZr2ViN0O11xevMwv,10.1080/19490976.2025.2611645,openalex,ready,
eBBjZr2ViN0O11xevMwv,10.1080/2162402x.2025.2605741,openalex,ready,
eBBjZr2ViN0O11xevMwv,10.1080/19490976.2025.2609461,openalex,ready,
eBeXtuZMSRdluJwRMM99,10.1186/s44147-025-00847-x,crossref,ready,
eBeXtuZMSRdluJwRMM99,10.1038/s41598-025-31317-2,openalex,ready,
eBeXtuZMSRdluJwRMM99,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eBpwYfS4gNXDasUkzuIB,10.1038/s41598-025-31280-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eBpwYfS4gNXDasUkzuIB,10.1007/s10792-025-03894-8,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eBpwYfS4gNXDasUkzuIB,10.1007/s10792-025-03763-4,openalex,ready,
eBwIJ5JNVKnJ7GMIX8Yt,10.31643/2027/6445.08,openalex,ready,
eBwIJ5JNVKnJ7GMIX8Yt,10.1080/15476278.2025.2575599,openalex,ready,
eBwIJ5JNVKnJ7GMIX8Yt,10.31127/tuje.1804146,openalex,ready,
eCcdP7CAxsh55D327lxJ,10.1080/13685538.2026.2612794,openalex,ready,
eCcdP7CAxsh55D327lxJ,10.1080/2162402x.2025.2606497,openalex,ready,
eCcdP7CAxsh55D327lxJ,10.1080/15384047.2025.2611602,openalex,ready,
eDSo8AIm3SNKrGiCKQ7K,10.1016/j.powtec.2025.122006,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eDSo8AIm3SNKrGiCKQ7K,10.1016/j.marpolbul.2025.119082,openalex,ready,
eDSo8AIm3SNKrGiCKQ7K,10.1002/adhm.202501954,openalex,ready,
eDX9uS88nzDUo7DRFJox,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eDX9uS88nzDUo7DRFJox,10.1038/s41598-025-28860-3,openalex,ready,
eDX9uS88nzDUo7DRFJox,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eEcXZHnJ2aiCzYC65kk9,10.1038/s41612-025-01269-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eEcXZHnJ2aiCzYC65kk9,10.1038/s41598-025-29498-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eEcXZHnJ2aiCzYC65kk9,10.1038/s41598-025-31390-7,openalex,ready,
eFSe4V0hLhO6s92bWV4r,10.31643/2027/6445.07,openalex,ready,
eFSe4V0hLhO6s92bWV4r,10.1016/j.epm.2025.09.006,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eFSe4V0hLhO6s92bWV4r,10.1038/s41598-025-30826-4,openalex,ready,
eGGKNSWUv7VkAeFq3e8Q,10.1038/s41467-025-67924-w,openalex,ready,
eGGKNSWUv7VkAeFq3e8Q,10.1007/978-981-95-4499-8_15,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eGGKNSWUv7VkAeFq3e8Q,10.1016/j.jfoodeng.2025.112947,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eHoH40yer5lVoculVvgm,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eHoH40yer5lVoculVvgm,10.1038/s41598-025-28860-3,openalex,ready,
eHoH40yer5lVoculVvgm,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eIVOWYumnk28AVMoN6Up,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eIVOWYumnk28AVMoN6Up,10.1186/s12913-025-13894-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eIVOWYumnk28AVMoN6Up,10.1038/s41598-025-29423-2,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eJBnw4iecfbwIR31bA0C,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eJBnw4iecfbwIR31bA0C,10.19139/soic-2310-5070-3032,openalex,ready,
eJBnw4iecfbwIR31bA0C,10.31127/tuje.1804146,openalex,ready,
eKptSr4BvFULoaaf5jQd,10.1186/s44147-025-00847-x,crossref,ready,
eKptSr4BvFULoaaf5jQd,10.1038/s41598-025-31317-2,openalex,ready,
eKptSr4BvFULoaaf5jQd,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eO7d5hCXLkYy4hSylfpW,10.31643/2027/6445.06,openalex,ready,
eO7d5hCXLkYy4hSylfpW,10.31643/2027/6445.08,openalex,ready,
eO7d5hCXLkYy4hSylfpW,10.1080/19420862.2026.2618314,openalex,ready,
eO8a6hBWlg7FUgDTmEDG,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eO8a6hBWlg7FUgDTmEDG,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eO8a6hBWlg7FUgDTmEDG,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eO8id7aknORv0xbYMofm,10.28927/sr.2026.005425,openalex,ready,
eO8id7aknORv0xbYMofm,10.15517/kvtbk628,openalex,ready,
eO8id7aknORv0xbYMofm,10.1007/s00345-026-06206-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eOLcOmqTmLNTLA0xyOdk,10.1016/j.expneurol.2025.115628,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eOLcOmqTmLNTLA0xyOdk,10.1016/j.biomaterials.2025.123765,openalex,ready,
eOLcOmqTmLNTLA0xyOdk,10.1016/j.talanta.2025.129103,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eSNSTIvyvjag9qPobinO,10.1007/s11033-025-11374-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eSNSTIvyvjag9qPobinO,10.1186/s13007-025-01480-8,crossref,ready,
eSNSTIvyvjag9qPobinO,10.1007/s11033-025-11217-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eTUuGyY3dxV5QfTVArZD,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eTUuGyY3dxV5QfTVArZD,10.1038/s41598-025-28860-3,openalex,ready,
eTUuGyY3dxV5QfTVArZD,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eTh86BZV85g3RdY5DPtN,10.1016/j.saa.2025.127421,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eTh86BZV85g3RdY5DPtN,10.1051/e3sconf/202561402006,openalex,ready,
eTh86BZV85g3RdY5DPtN,10.1016/j.saa.2025.127244,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eVJHC1lteiX0Uuq3p5Jk,10.1186/s13638-025-02537-x,crossref,ready,
eVJHC1lteiX0Uuq3p5Jk,10.1007/s11160-025-10016-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eVJHC1lteiX0Uuq3p5Jk,10.1186/s42234-025-00198-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eXZpmwGuqX5kRhWtm7ht,10.1182/bloodadvances.2025017296,openalex,ready,
eXZpmwGuqX5kRhWtm7ht,10.1016/j.cbi.2025.111812,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eXZpmwGuqX5kRhWtm7ht,10.1016/j.jneuroim.2025.578760,openalex,ready,
eYQBMbrWe2lImINVSJbE,10.1186/s12864-025-12002-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eYQBMbrWe2lImINVSJbE,10.3390/cimb47121014,openalex,ready,
eYQBMbrWe2lImINVSJbE,10.1093/infdis/jiaf312,openalex,ready,
eaXayW6X6gaSooIOvLun,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eaXayW6X6gaSooIOvLun,10.1038/s41598-025-28860-3,openalex,ready,
eaXayW6X6gaSooIOvLun,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eafq9TSCoaOg5mOYdlbi,10.1016/j.jphotochem.2026.117033,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eafq9TSCoaOg5mOYdlbi,10.1016/j.jmst.2025.08.012,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eafq9TSCoaOg5mOYdlbi,10.1016/j.afres.2025.101612,openalex,ready,
eapTPs6g07udKjkmpnia,10.1016/j.matlet.2026.140115,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eapTPs6g07udKjkmpnia,10.1007/978-981-95-1822-7_33,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eapTPs6g07udKjkmpnia,10.1016/j.materresbull.2025.113941,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ebbkyu2UpbnyWto5EE3u,10.1007/s42770-025-01839-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ebbkyu2UpbnyWto5EE3u,10.1007/978-3-032-10185-3_19,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ebbkyu2UpbnyWto5EE3u,10.1186/s12889-025-25791-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ebrVI1beHkBTMdktrUm4,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ebrVI1beHkBTMdktrUm4,10.1038/s41598-025-28860-3,openalex,ready,
ebrVI1beHkBTMdktrUm4,10.1007/s12104-025-10257-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ecBXM2IiCoY2Ubi1TX7z,10.1186/s12942-025-00421-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ecBXM2IiCoY2Ubi1TX7z,10.1186/s12875-025-03095-3,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ecBXM2IiCoY2Ubi1TX7z,10.1186/s12916-025-04546-5,crossref,ready,
ecSqnCrXnb17gfdkcKkF,10.1080/10872981.2026.2616194,openalex,ready,
ecSqnCrXnb17gfdkcKkF,10.1108/ijebr-12-2024-1387,openalex,ready,
ecSqnCrXnb17gfdkcKkF,10.1186/s42238-025-00373-w,openalex,ready,
edu85hjIJvLUSbmDBcvm,10.1080/15476278.2025.2575599,openalex,ready,
edu85hjIJvLUSbmDBcvm,10.1186/s12942-025-00421-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
edu85hjIJvLUSbmDBcvm,10.1186/s12875-025-03095-3,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
efsdcGfdPzXqzy8kh0ya,10.1016/j.jcsr.2025.109403,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
efsdcGfdPzXqzy8kh0ya,10.1016/j.matpr.2023.04.483,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
efsdcGfdPzXqzy8kh0ya,10.1016/j.oceaneng.2023.116174,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
egjJbRFVb1XfrGspVNKa,10.1186/s12882-025-04669-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
egjJbRFVb1XfrGspVNKa,10.1038/s41598-025-31163-2,openalex,ready,
egjJbRFVb1XfrGspVNKa,10.1038/s41598-025-25356-y,crossref,ready,
ehnNOCGbKcrA09Rc2md6,10.1364/jocn.575280,openalex,ready,
ehnNOCGbKcrA09Rc2md6,10.1038/s41598-025-30154-7,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
ehnNOCGbKcrA09Rc2md6,10.1038/s41529-025-00718-z,crossref,ready,
eiVlLmOOGE6SPXXsE4a6,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eiVlLmOOGE6SPXXsE4a6,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eiVlLmOOGE6SPXXsE4a6,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
elHxPjvqmkS3UrCL5IHd,10.1016/j.apcatb.2025.126294,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
elHxPjvqmkS3UrCL5IHd,10.1016/j.apcatb.2025.126112,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
elHxPjvqmkS3UrCL5IHd,10.1016/j.ultras.2025.107887,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
emHx8YWMdYAwuLpiSeXB,10.1007/s44217-025-01047-8,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
emHx8YWMdYAwuLpiSeXB,10.1007/s10143-025-03928-w,openalex,ready,
emHx8YWMdYAwuLpiSeXB,10.1038/s41598-025-31018-w,crossref,ready,
eoZv1FkpB15sCmXmOLk2,10.1016/j.identj.2025.109347,openalex,ready,
eoZv1FkpB15sCmXmOLk2,10.1016/j.celrep.2025.116717,openalex,ready,
eoZv1FkpB15sCmXmOLk2,10.1182/bloodadvances.2025017296,openalex,ready,
eoxsHAdlxZr5aeTiobPe,10.12957/redp.2026.92129,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eoxsHAdlxZr5aeTiobPe,10.1108/bfj-07-2025-0984,openalex,ready,
eoxsHAdlxZr5aeTiobPe,10.1038/s41598-025-29353-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1000,10.1038/s41467-025-68025-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1000,10.1186/s13661-025-02186-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1000,10.1038/s41598-025-32848-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1001,10.1186/s44147-025-00847-x,crossref,ready,
eqnet-1001,10.1038/s41598-025-31317-2,openalex,ready,
eqnet-1001,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eqnet-1002,10.1186/s13638-025-02537-x,crossref,ready,
eqnet-1002,10.1038/s42004-025-01851-1,crossref,ready,
eqnet-1002,10.1007/s11160-025-10016-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1005,10.31643/2027/6445.07,openalex,ready,
eqnet-1005,10.1038/s41598-025-18775-4,openalex,ready,
eqnet-1005,10.1007/s10143-025-04016-9,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1009,10.1016/j.ultras.2025.107899,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1009,10.1063/5.0286062,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1009,10.1016/j.powtec.2025.122041,openalex,ready,
eqnet-1014,10.1038/s43856-025-01298-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1014,10.1186/s40543-025-00514-z,crossref,ready,
eqnet-1014,10.1016/j.biomaterials.2025.123851,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1015,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
eqnet-1015,10.1038/s41598-025-32635-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1015,10.1007/s00436-025-08583-0,crossref,ready,
eqnet-1016,10.31127/tuje.1614119,openalex,ready,
eqnet-1016,10.31127/tuje.1763321,openalex,ready,
eqnet-1016,10.31127/tuje.1713826,openalex,ready,
eqnet-1017,10.1186/s13023-025-04152-x,crossref,ready,
eqnet-1017,10.1007/s00018-025-06000-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
eqnet-1017,10.1007/s11033-025-11374-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
