priority_rank,priority_group,priority_label,doc_id,name,org_name,category_general,category_detail,papers_count,doi_1,title_1,year_1,abstract_1,doi_2,title_2,year_2,abstract_2,doi_3,title_3,year_3,abstract_3
43,1,SEM/FIB/イオンミリング,eqnet-2707,イオンシャワーエッチング装置(エリオニクス・EIS-200ER),大阪大学 大阪大学ナノテクノロジー設備供用拠点,電子顕微鏡および関連機器,"微細加工装置(EB, FIB他)",3,10.1186/s40543-025-00522-z,Synthesis of some antituberculosis 2-substituted benzimidazoles mediated by amino-functionalized MIL-88B(Fe) incorporated with Ag2WO4 photocatalyst,2026,"Abstract Benzimidazoles are a class of heterocyclic compounds traditionally known for their antiparasitic and antitubercular properties. Herein, an amine-functionalized NH 2 -MIL-88B(Fe)/Ag 2 WO 4 (abbreviated as MIL/Ag 2 WO 4 ) photocatalyst applied as an effective mediator in the one pot preparation of some selected heterocyclic 2-substituted benzimidazole derivatives under illuminating a commercial HP-Hg, 200W. Comprehensive characterizations including FT-IR, EIS, PXRD, FE-SEM, EDS, TGA, and…",10.1038/s41598-025-33254-6,Reviving expired pharmaceuticals using 2-[(butylamino)propan-2-yl]phosphinic acid for corrosion protection of carbon steel in 1.0 M HCl,2026,要旨未取得のため、論文題名「Reviving expired pharmaceuticals using 2-[(butylamino)propan-2-yl]phosphinic acid for corrosion protection of carbon steel in 1.0 M HCl」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41699-025-00630-9,The impact of the crystalline phase and morphology of MoS2 on the electrocatalytic reduction of H2O2,2026,"Abstract Efficient hydrogen peroxide (H2O2) detection is crucial for electrochemical and colorimetric sensors, making the hydrogen peroxide reduction reaction (HPRR) a key area of catalysis. In this context, molybdenum disulfide (MoS2) has emerged as a valuable HPRR catalyst. Here, we report the first experimental investigation comparing the electrocatalytic properties of MoS2 enriched with different phases (2H and 1T) and showcasing diverse morphologies toward HPRR. We provide unprecedented pa…"
44,1,SEM/FIB/イオンミリング,eqnet-762,イオンスライサ(日本電子 EM-09100IS),宮崎大学 産学・地域連携センター 機器分析支援部門,電子顕微鏡および関連機器,"微細加工装置(EB, FIB他)",3,10.69881/fw4nqf65,THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT,2026,要旨未取得のため、論文題名「THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT」を基にした暫定要約です。 掲載誌: Revista do Caap 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.12957/redp.2026.92129,EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM,2026,要旨未取得のため、論文題名「EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1590/1809-6891v27e-81424e,"Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil",2026,"要旨未取得のため、論文題名「Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil」を基にした暫定要約です。 掲載誌: Ciencia Animal Brasileira 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
45,1,SEM/FIB/イオンミリング,eqnet-1735,イオンスライサ(日本電子・EM-09100IS),名古屋工業大学 産学官金連携機構設備共用部門,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.69881/fw4nqf65,THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT,2026,要旨未取得のため、論文題名「THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT」を基にした暫定要約です。 掲載誌: Revista do Caap 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.12957/redp.2026.92129,EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM,2026,要旨未取得のため、論文題名「EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1590/1809-6891v27e-81424e,"Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil",2026,"要旨未取得のため、論文題名「Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil」を基にした暫定要約です。 掲載誌: Ciencia Animal Brasileira 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
46,1,SEM/FIB/イオンミリング,eqnet-3345,イオンスライサ(日本電子・EM-09100IS),横浜国立大学 研究推進機構 機器分析評価センター,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.69881/fw4nqf65,THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT,2026,要旨未取得のため、論文題名「THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT」を基にした暫定要約です。 掲載誌: Revista do Caap 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.12957/redp.2026.92129,EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM,2026,要旨未取得のため、論文題名「EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1590/1809-6891v27e-81424e,"Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil",2026,"要旨未取得のため、論文題名「Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil」を基にした暫定要約です。 掲載誌: Ciencia Animal Brasileira 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
47,1,SEM/FIB/イオンミリング,eqnet-3480,イオンスライサー (日本電子 EM-09100 IS),静岡大学 浜松キャンパス共同利用機器センター 浜松キャンパス共同利用機器センター 浜松キャンパス共同利用機器センター,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.69881/fw4nqf65,THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT,2026,要旨未取得のため、論文題名「THE TRIVIALIZATION OF THE PRINCIPLE OF HUMAN DIGNITY IN THE AWARDING OF MORAL DAMAGE FOR TRAFFIC ACCIDENT」を基にした暫定要約です。 掲載誌: Revista do Caap 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.12957/redp.2026.92129,EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM,2026,要旨未取得のため、論文題名「EFFECTS MODULATION IN JUDICIAL PRECEDENTS: A STUDY FROM THE PERSPECTIVE OF LEGAL PRAGMATISM」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1590/1809-6891v27e-81424e,"Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil",2026,"要旨未取得のため、論文題名「Clinical and bacteriological diagnosis of infectious keratoconjunctivitis in ruminants from herds in the state of Maranhão, Brazil」を基にした暫定要約です。 掲載誌: Ciencia Animal Brasileira 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
48,1,SEM/FIB/イオンミリング,eqnet-3481,イオンミリング (LEICA EM RES-101),静岡大学 浜松キャンパス共同利用機器センター 浜松キャンパス共同利用機器センター 浜松キャンパス共同利用機器センター,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
49,1,SEM/FIB/イオンミリング,eqnet-5397,イオンミリング装置(サンユー電子・SVM-721),横浜国立大学 研究推進機構 機器分析評価センター,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.31127/tuje.1779491,Analysis of Factors Affecting Academic Success with Machine Learning: Data-Driven Inferences in Education,2026,"With the digital transformation in education, big data analytics is increasingly being used to understand, monitor, and improve students' academic performance. Analyzing student behavior, engagement levels, prior achievements, and study habits enables the creation of more effective and personalized learning environments. This study aimed to predict academic achievement from student data using machine learning (ML) algorithms and to identify the factors affecting achievement. Seven different alg…",10.1007/s13721-025-00718-8,Hybrid CNN + LSTM + SVM model for advanced brain tumor classification,2026,要旨未取得のため、論文題名「Hybrid CNN + LSTM + SVM model for advanced brain tumor classification」を基にした暫定要約です。 掲載誌: Network Modeling Analysis in Health Informatics and Bioinformatics 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-34396-3,Research on the evaluation and analysis of road surface roughness based on smartphone sensors and SVM,2026,"We present a cost-effective approach to evaluating road surface quality and roughness based on low-cost smartphones by leveraging accelerometer and gyroscope data sampled at 10 Hz. We extracted features from the vertical accelerations and rolling motions, in cloud to standard deviation and interquartile range, and trained a support vector machine (SVM) classifier to identify Good and Poor roughness levels based on IRI thresholds. We selected SVM specifically because it affords consistent perfor…"
50,1,SEM/FIB/イオンミリング,eqnet-2204,イオンミリング装置(日立製作所 E-3500),岐阜大学 科学研究基盤センター 機器分析分野,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1080/19490976.2025.2609461,O‑Island 28 encodes a type I secretion and RTX adhesion system regulated by RstA and required for early EHEC O157:H7 adherence,2026,"Enterohemorrhagic Escherichia coli (EHEC) is a leading foodborne pathogen worldwide that causes severe diarrheal disease, hemorrhagic colitis, and hemolytic uremic syndrome, representing a significant threat to public health. O-islands are discrete genomic regions absent from nonpathogenic E. coli K-12 but present in EHEC O157:H7, many of which correspond to or overlap with pathogenicity islands (PAIs) that contribute to virulence. Among these O-islands, O‑Island 28 (OI‑28) in EHEC O157:H7 is a…",10.12957/redp.2026.95756,"E-JUSTICE TO ALL? E-EVIDENCE, EFFICIENCY AND VULNERABILITY",2026,"要旨未取得のため、論文題名「E-JUSTICE TO ALL? E-EVIDENCE, EFFICIENCY AND VULNERABILITY」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.12957/redp.2026.91713,A decade of the civil procedure code: Progress and/or regress in the formation of judicial precedents,2026,要旨未取得のため、論文題名「A decade of the civil procedure code: Progress and/or regress in the formation of judicial precedents」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
51,1,SEM/FIB/イオンミリング,eqnet-3297,ウルトラミクロトーム Leica EM UC7i,浜松医科大学 光尖端医学教育研究センター 先進機器共用推進部 先進機器研究推進室,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
52,1,SEM/FIB/イオンミリング,eqnet-4832,ウルトラミクロトーム Leica Microsystems EM UC7iシステム,山口大学 総合科学実験センター 生体分析実験施設,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
53,1,SEM/FIB/イオンミリング,eqnet-1313,ウルトラミクロトーム(Leica・EM UC7i),名古屋大学 医学教育研究支援センター分析機器部門,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
54,1,SEM/FIB/イオンミリング,eqnet-1312,ウルトラミクロトーム(Leica・UC7k),名古屋大学 医学教育研究支援センター分析機器部門,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
55,1,SEM/FIB/イオンミリング,eqnet-3448,ウルトラミクロトーム(UC6/FC6),東京科学大学 オープンファシリティセンター すずかけ台分析部門,電子顕微鏡および関連機器,透過型電子顕微鏡 (TEM),3,10.1038/s41598-025-30304-x,Telmisartan reduces systemic inflammation and alters the renin-angiotensin system in mild COVID-19,2026,要旨未取得のため、論文題名「Telmisartan reduces systemic inflammation and alters the renin-angiotensin system in mild COVID-19」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-30438-y,Gauss-Newton inversion of ground transient electromagnetic data using COMSOL multiphysics,2026,要旨未取得のため、論文題名「Gauss-Newton inversion of ground transient electromagnetic data using COMSOL multiphysics」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s42399-025-02237-z,Efficacy and Safety of Capecitabine-Temozolomide as Second-Line Therapy in Platinum-Refractory Extensive Disease Small Cell Lung Carcinoma (ED-SCLC): A Prospective Real-World Experience from Northern India,2026,要旨未取得のため、論文題名「Efficacy and Safety of Capecitabine-Temozolomide as Second-Line Therapy in Platinum-Refractory Extensive Disease Small Cell Lung Carcinoma (ED-SCLC): A Prospective Real-World Experience from Northern India」を基にした暫定要約です。 掲載誌: SN Comprehensive Clinical Medicine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
56,1,SEM/FIB/イオンミリング,eqnet-2135,ウルトラミクロトーム(ライカマイクロシステムズ(株) Leica EM UC7),弘前大学 共用機器基盤センター,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12974-025-03647-5,Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling,2026,要旨未取得のため、論文題名「Hyperglycemia impairs microglia responding to retinal vasculopathy via enhanced norepinephrine-ADRB2 signaling」を基にした暫定要約です。 掲載誌: Journal of Neuroinflammation 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13059-025-03915-w,Sorghum embryos undergoing B chromosome elimination express B-variants of mitotic-related genes,2026,"Abstract Background Selective DNA elimination occurs across diverse species and plays a crucial role in evolution and development. This process encompasses small deletions, complete removal of chromosomes, or even the elimination of entire parental genomes. Despite its importance, the molecular mechanisms governing selective DNA elimination remain poorly understood. Our study focuses on the tissue-specific elimination of Sorghum purpureosericeum B chromosomes during embryo development. Results…",10.1186/s12951-025-03916-8,Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​,2026,要旨未取得のため、論文題名「Manganese-enriched nanoboron agent amplifies BNCT efficacy via pyroptosis-mediated immune activation and STING pathway synergy​」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
57,1,SEM/FIB/イオンミリング,eqnet-949,ウルトラミクロトーム(ライカ・Ultracut R),東京農工大学 農学府,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),3,10.1186/s12935-025-04104-2,PRKCSH deficiency promotes an anti-tumor immune microenvironment via UPR activation and M1 macrophage polarization,2026,"Abstract Lung adenocarcinoma remains one of the most common causes of cancer deaths. The tumor grows by avoiding the immune system and adapting to stress in the endoplasmic reticulum. The IRE1α–XBP1 pathway is a key pathway for cells to sense stress in the endoplasmic reticulum and has a large effect on the immune system. PRKCSH encodes a regulatory subunit of glucosidase II that helps keep the endoplasmic reticulum in balance by modifying how IRE1α works. However, it is unclear how it affects…",10.1007/s00018-025-05971-8,Local accumulation of very long-chain PUFA in plexiform layers associates with retinal dysfunction in a mouse model of peroxisomal ACBD5-deficiency,2026,"Abstract Patients deficient in the peroxisomal membrane protein ACBD5 regularly exhibit a dystrophy of the retina along with decline in visual acuity. Despite the prevalent retinal phenotype, information on the pathogenesis of the retinodystrophy is limited. To gain insight into the cellular, subcellular and molecular alterations occurring in the retina, we analyzed an ACBD5-deficient mouse model by immunofluorescence microscopy, electron microscopy, full-field electroretinography (ffERG) and a…",10.1186/s13287-025-04802-8,Characterization of cultivated nasal mucosal epithelial cell sheets for ocular surface reconstruction: an in vitro and in vivo study,2026,"Following transplantation, the CUNMEC sheet presented a stratified epithelial layer containing GCs but without cilia and expressed progenitor cell markers, which are morphologically similar to those of ocular surface epithelia and may have the potential to function as a surrogate epithelium for ocular surface reconstruction, especially in dry eye conditions."
58,1,SEM/FIB/イオンミリング,eqnet-1406,エネルギー分散型X線分析器 日本電子(株) ドライSD30GV,名古屋大学 大学院工学研究科,電子顕微鏡および関連機器,透過型電子顕微鏡 (TEM),3,10.1038/s41598-025-30304-x,Telmisartan reduces systemic inflammation and alters the renin-angiotensin system in mild COVID-19,2026,要旨未取得のため、論文題名「Telmisartan reduces systemic inflammation and alters the renin-angiotensin system in mild COVID-19」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-30438-y,Gauss-Newton inversion of ground transient electromagnetic data using COMSOL multiphysics,2026,要旨未取得のため、論文題名「Gauss-Newton inversion of ground transient electromagnetic data using COMSOL multiphysics」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s42399-025-02237-z,Efficacy and Safety of Capecitabine-Temozolomide as Second-Line Therapy in Platinum-Refractory Extensive Disease Small Cell Lung Carcinoma (ED-SCLC): A Prospective Real-World Experience from Northern India,2026,要旨未取得のため、論文題名「Efficacy and Safety of Capecitabine-Temozolomide as Second-Line Therapy in Platinum-Refractory Extensive Disease Small Cell Lung Carcinoma (ED-SCLC): A Prospective Real-World Experience from Northern India」を基にした暫定要約です。 掲載誌: SN Comprehensive Clinical Medicine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
59,1,SEM/FIB/イオンミリング,eqnet-2126,エレクトロンプローブマイクロアナライザー(日本電子 JXA-8230),弘前大学 共用機器基盤センター,電子顕微鏡および関連機器,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),3,10.12957/redp.2026.90910,The unbridled judge in atypical pecuniary enforcement,2026,要旨未取得のため、論文題名「The unbridled judge in atypical pecuniary enforcement」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.19139/soic-2310-5070-3032,From Intelligence to Trust: Evaluating AI-Powered Service Quality for User Satisfaction and Continuance in mHealth,2026,"Mobile health (mHealth) applications are increasingly integrating artificial intelligence (AI), transforming digital health technologies by making them more convenient, accessible, and personalized. This research addresses the gap in understanding how AI functionalities influence user behavior, guiding the design of effective mHealth solutions. This study examines the correlation between AI-powered service quality, user satisfaction, and continuous usage, using the Sehhaty app in Saudi Arabia a…",10.31127/tuje.1804146,Green Synthesis and Process Optimization of Zinc Oxide Nanoparticles Using Pseudomonas fluorescens: Taguchi–ANN-Based Evaluation of Physico-Chemical Parameters,2026,"The green production of metal nanoparticles is attracting interest due to its environmentally benign manufacturing methods. Zinc oxide (ZnO) nanoparticles possess significant uses as semiconductors, antimicrobials, and photothermal materials; nevertheless, their production by microbes is still inadequately investigated. This study involved the synthesis of ZnO nanoparticles utilizing Pseudomonas fluorescens, with optimization of the physico-chemical incubation parameters affecting nanoparticle…"
