document_id,equipment_id,name,org_name,query,title,doi,source,year,reason_not_auto,decision
eqnet-1027,eqnet-1027,(先端)集束イオンビーム装置 (セイコーインスツルメンツ・SMI3050HS),広島大学 先進理工系科学研究科 量子物質科学プログラム 量子機能材料科学,"TITLE-ABS-KEY(""focused ion beam"") AND DOCTYPE(ar OR cp)",Cellular uptake of anisotropic microparticles in 2D and 3D culture systems,10.1016/j.bioadv.2025.214692,Biomaterials Advances,2026,strict_match_failed,
eqnet-1027,eqnet-1027,(先端)集束イオンビーム装置 (セイコーインスツルメンツ・SMI3050HS),広島大学 先進理工系科学研究科 量子物質科学プログラム 量子機能材料科学,"TITLE-ABS-KEY(""focused ion beam"") AND DOCTYPE(ar OR cp)",Revealing nanoscale molecular organization in Liquid Crystals via cryogenic Atom Probe Tomography,10.1016/j.molliq.2026.129358,Journal of Molecular Liquids,2026,strict_match_failed,
eqnet-1027,eqnet-1027,(先端)集束イオンビーム装置 (セイコーインスツルメンツ・SMI3050HS),広島大学 先進理工系科学研究科 量子物質科学プログラム 量子機能材料科学,"TITLE-ABS-KEY(""focused ion beam"") AND DOCTYPE(ar OR cp)",Large volume ‘chunk’ lift out for 3D tomographic analysis using analytical plasma focussed ion beam – scanning electron microscopy,10.1016/j.micron.2025.103986,Micron,2026,strict_match_failed,
eqnet-1027,eqnet-1027,(先端)集束イオンビーム装置 (セイコーインスツルメンツ・SMI3050HS),広島大学 先進理工系科学研究科 量子物質科学プログラム 量子機能材料科学,"TITLE-ABS-KEY(""focused ion beam"") AND DOCTYPE(ar OR cp)",Three-dimensional crystallographic and local variant configuration analysis of lath martensite in medium-carbon steel,10.1016/j.actamat.2026.121981,Acta Materialia,2026,strict_match_failed,
eqnet-1027,eqnet-1027,(先端)集束イオンビーム装置 (セイコーインスツルメンツ・SMI3050HS),広島大学 先進理工系科学研究科 量子物質科学プログラム 量子機能材料科学,"TITLE-ABS-KEY(""focused ion beam"") AND DOCTYPE(ar OR cp)",Low-resistance ohmic contacts on p-type homoepitaxial 3C-SiC by Al ion implantation with different metal structures,10.1016/j.mssp.2025.110373,Materials Science in Semiconductor Processing,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",MIMI: Molecular Isotope Mass Identifier for stable isotope-labeled Fourier transform ultra-high mass resolution data analysis,10.1186/s12859-025-06348-1,BMC Bioinformatics,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)","An adaptive, continuous-learning framework for clinical decision-making from proteome-wide biofluid data",10.1038/s41467-025-67968-y,Nature Communications,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Exploring the chemodiversity of antimicrobial minalemines from Didemnum granulatum by neutral loss graph,10.1038/s41598-025-32070-2,Scientific Reports,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Identification of a novel ACADSB variant for the presymptomatic diagnosis of 2-Methylbutyryl-CoA dehydrogenase deficiency through newborn screening in Iran,10.1186/s13023-025-04163-8,Orphanet Journal of Rare Diseases,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Spectral and biomolecular evidence from fibers of two Hexi Corridor ancient turquoise mining sites,10.1038/s40494-025-02272-y,Npj Heritage Science,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Widespread Fab-arm exchange affects all endogenous serum IgG4,10.1038/s41467-025-67105-9,Nature Communications,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Spatially resolved integrative analysis of transcriptomic and metabolomic changes in tissue injury studies,10.1038/s41467-025-68003-w,Nature Communications,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)","Integrative behavioral, histological, and proteomics profiling identifies cerebellar drivers of motor dysfunction in a rat model of hepatic encephalopathy",10.1007/s11011-025-01773-w,Metabolic Brain Disease,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Direct method for Ra-226 analysis in water samples using ICP-QQQ-MS,10.1038/s41598-025-18775-4,Scientific Reports,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Fast multimodal imaging combined with machine learning identifying taurine as a potential marker for breast cancer margin assessment,10.1038/s41746-025-02202-z,Npj Digital Medicine,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Frag’n’Flow: automated workflow for large-scale quantitative proteomics in high performance computing environments,10.1186/s12859-025-06305-y,BMC Bioinformatics,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Simultaneous single-cell proteomics and epigenetic analysis of histone deacetylase inhibition in human cells,10.1038/s42003-025-09452-3,Communications Biology,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",PD-L1 mediates M1 polarization of macrophages via the AIM2/IL-18/STAT1 signaling axis during sepsis,10.1186/s12964-025-02578-1,Cell Communication and Signaling,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Effect of baby food supplement on the growth and metabolite of lactic acid bacteria,10.1186/s12866-025-04407-4,BMC Microbiology,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",Comparative metabolomics reveals specific metabolic signatures in colorectal cancer cell line models,10.1007/s12672-025-04183-7,Discover Oncology,2026,strict_match_failed,
eqnet-112,eqnet-112,質量分析装置JEOLJMS−700N,長崎大学 研究開発推進機構,"TITLE-ABS-KEY(""mass spectrometry"") AND DOCTYPE(ar OR cp)",TMT-based quantitative proteomic assessment of Vicia sativa induced neurotoxicity by β-cyano-L-alanine and γ-glutamyl-β-cyano-L-alanine in SH-SY5Y cells,10.1038/s41598-025-30121-2,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",ProTrack3D: a comprehensive tool for segmentation and tracking of proteins with split and fusion,10.1186/s12859-025-06307-w,BMC Bioinformatics,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Optical interference for the guidance of cryogenic focused ion beam milling beyond the axial diffraction limit,10.1038/s41467-025-65548-8,Nature Communications,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Seasonal rainfall and land-use impacts on microplastic characteristics in an endangered salmon stream,10.1038/s41598-025-33600-8,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Nucleosome unwrapping and PARP1 allostery drive affinities for chromatin and DNA breaks,10.1038/s41467-025-67071-2,Nature Communications,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Arsenic efflux mechanisms in ectomycorrhizal mushrooms Hebeloma bulbiferum and Hebeloma sinapizans,10.1007/s00253-026-13710-7,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Sodium butyrate augments the antibacterial activity of tetracycline against clinical isolates of multidrug-resistant Vibrio cholerae,10.1186/s13099-025-00791-4,Gut Pathogens,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Reinforced optical cage systems enable drift-free single-molecule localization microscopy,10.1038/s44172-025-00566-4,Communications Engineering,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Synthesis of terbium and silica modified graphene quantum dots for targeted bioimaging of breast cancer cells using folate receptors,10.1038/s41598-025-33188-z,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Cell density and single-cell heterogeneity reveal distinct competence induction dynamics in the high-GC Gram-positive Micrococcus luteus,10.1186/s12866-026-04757-7,BMC Microbiology,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",DFT-guided photostable chitosan-derived carbon quantum dots as colloidal antibacterial and bioimaging agents,10.1038/s41598-025-31920-3,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Design and biological evaluation of novel water-soluble complexes based on thiosemicarbazone as prospective anticancer agents,10.1038/s41598-025-33889-5,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Semilichen, an unjustly neglected symbiotic system between green biofilms and true lichens",10.1038/s41598-025-30542-z,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Oxysterol Induced Fluid-Fluid Phase Separation in Saturated Phosphatidylcholine Membranes: Influence of Lipid Chain Length,10.1007/s00232-026-00374-7,Journal of Membrane Biology,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Methods for the fabrication of polyelectrolyte capsules for different biomedical applications,10.1186/s11671-025-04345-0,Discover Nano,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Photoprotective and cryoprotective effect of the carotenoid bacterioruberin on peripheral blood mononuclear cells,10.1007/s00253-025-13665-1,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating morphological and biological reproductive traits in self-fertile and -infertile macadamia cultivars,10.1186/s12870-025-07976-8,BMC Plant Biology,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Diagnostic accuracy of ARK Checker® C/G–DyLight® 488: simultaneous detection of Giardia and Cryptosporidium by fluorescent antibody microscopy,10.1186/s41182-026-00907-9,Tropical Medicine and Health,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",A novel variant p.Y250C of FZD4 influences Norrine/β-catenin signaling pathway that associates with familial exudative vitreoretinopathy (FEVR),10.1038/s41598-025-34442-0,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Intracellular autofluorescence enables the isolation of viable, functional human muscle reserve cells with distinct Pax7 levels and stem cell states",10.1186/s13287-025-04811-7,Stem Cell Research and Therapy,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Closed-loop optogenetic control of cell biology enables outcome-driven microscopy,10.1038/s41467-025-67848-5,Nature Communications,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Microwave-assisted synthesis of new triangulenium dyes for lifetime imaging microscopy (FLIM),10.1038/s41598-025-31688-6,Scientific Reports,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Shape-morphing active particles with invertible effective polarizability for configurable locomotion and steering,10.1038/s41467-025-65482-9,Nature Communications,2026,strict_match_failed,
eqnet-1148,eqnet-1148,多光子励起レーザ走査型顕微鏡 一式,広島大学 学術・社会産学連携室(社会連携) ひろしま医工連携・先進医療イノベーション拠点,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating probe-receptor interactions and enhancing fluorescence guided surgery with fluorescence lifetime imaging and NF-800 in HER-2 positive esophageal adenocarcinoma,10.1038/s41598-025-31872-8,Scientific Reports,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Raman signatures of single point defects in hexagonal boron nitride quantum emitters,10.1038/s41524-025-01921-x,Npj Computational Materials,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Enhanced plasmonic biosensors with machine learning for ultra-sensitive detection,10.1186/s11671-025-04422-4,Discover Nano,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Multi-analytical study of shaping firing and painted inscriptions in a Roman Titulus Pictus amphora,10.1038/s40494-025-02279-5,Npj Heritage Science,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Steric and hydrophilic/hydrophobic effects of organic cations on electrochemical CO reduction,10.1038/s41467-025-67761-x,Nature Communications,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)","Geomaterials for medicine or alchemy in a Western Han (206BCE–8CE) Tomb at Hongtushan, Shandong",10.1038/s40494-026-02312-1,Npj Heritage Science,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Layer-dependent Raman polarization anisotropy in MoS₂ films grown by 200 mm-scale atomic layer deposition,10.1038/s41598-025-09826-x,Scientific Reports,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Electron-beam charge injection for contactless small-angle alignment in graphene/hBN heterostructures,10.1038/s41699-025-00658-x,Npj 2d Materials and Applications,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)","Archaeometric characterisation of materials and techniques in Roman wall painting: the Domus of Salvius in Cartagena, Spain",10.1038/s40494-025-02198-5,Npj Heritage Science,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Provenance study of Tang-dynasty black-glazed porcelains unearthed at the Yingou site,10.1038/s40494-026-02321-0,Npj Heritage Science,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Probing electrical double layer via triboelectric charge transfer,10.1038/s41467-025-67094-9,Nature Communications,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Controlled electrodeposition of tungsten oxide nanoparticles on MXene nanosheets-framework for ultrasensitive light enhanced detection of dopamine,10.1038/s41598-025-29125-9,Scientific Reports,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Unveiling the structure–magnetism interplay in the ferrimagnetic pyrochlore Gd2CrSbO7 with significant cryo–magnetocaloric performance,10.1038/s43246-025-01024-6,Communications Materials,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",“Popcorn-Like” fabrication for high performance reduced-graphene oxide via laser and microwave reduction process,10.1038/s41699-025-00654-1,Npj 2d Materials and Applications,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Doping induced enhancement for acetone sensing in ceria,10.1038/s41598-025-32242-0,Scientific Reports,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Feasibility of Hydrothermal Activation for Conversion of Biomass of Sterculia Foetida into Hard Carbon Anode for Sodium-Ion Battery,10.1007/s12155-025-10953-6,Bioenergy Research,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Investigation on the influence of CH4 hydrate dissociation on depressurization replacement efficiency in CO2 hydrate sequestration,10.1007/s43979-026-00161-2,Carbon Neutrality,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Enhanced supercapacitor performance of BiOI nanoflowers/rGO nanocomposites with GO modified gel electrolyte,10.1186/s40712-025-00367-9,Journal of Materials Science Materials in Engineering,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Utilization of wastes from bioethanol production for the fabrication of new adsorbents for the removal of toxic dye in water,10.1038/s41598-026-35236-8,Scientific Reports,2026,strict_match_failed,
eqnet-1720,eqnet-1720,圧力測定用ラマンユニット,岡山大学 惑星物質研究所,"TITLE-ABS-KEY(""raman spectroscopy"") AND DOCTYPE(ar OR cp)",Sustainable upcycling of industrial black liquor into carbon dots via one-pot hydrothermal synthesis: the role of precursor concentration,10.1007/s43939-025-00505-2,Discover Materials,2026,strict_match_failed,
