priority_rank,priority_group,priority_label,doc_id,name,org_name,category_general,category_detail,papers_count,doi_1,title_1,year_1,abstract_1,doi_2,title_2,year_2,abstract_2,doi_3,title_3,year_3,abstract_3
137,99,その他,eqnet-1318,パラフィン包埋ブロック作製装置(Sakura Finetek・TEC PS),名古屋大学 医学教育研究支援センター分析機器部門,光学顕微鏡/病理,染色/包埋/ミクロトーム,3,10.1186/s12873-025-01461-z,Helicopter emergency medical services for elderly patients: clinical outcomes and disease patterns,2026,要旨未取得のため、論文題名「Helicopter emergency medical services for elderly patients: clinical outcomes and disease patterns」を基にした暫定要約です。 掲載誌: BMC Emergency Medicine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11033-026-11496-5,The role of ATP9A (c.1091G > C; p.(Arg364Thr)) variant in cognitive impairment: diagnostic insight from whole exome sequencing,2026,要旨未取得のため、論文題名「The role of ATP9A (c.1091G > C; p.(Arg364Thr)) variant in cognitive impairment: diagnostic insight from whole exome sequencing」を基にした暫定要約です。 掲載誌: Molecular Biology Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11033-025-11257-w,"A rare case of LORICRIN gene c.684dup mutation associated with Vohwinkel syndrome in a Turkish patient, in silico analysis and literature review",2026,"要旨未取得のため、論文題名「A rare case of LORICRIN gene c.684dup mutation associated with Vohwinkel syndrome in a Turkish patient, in silico analysis and literature review」を基にした暫定要約です。 掲載誌: Molecular Biology Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
138,99,その他,eqnet-1319,パラフィン包埋ブロック作製装置(Sakura Finetek・TEC PS),名古屋大学 医学教育研究支援センター分析機器部門,光学顕微鏡/病理,染色/包埋/ミクロトーム,3,10.1186/s12873-025-01461-z,Helicopter emergency medical services for elderly patients: clinical outcomes and disease patterns,2026,要旨未取得のため、論文題名「Helicopter emergency medical services for elderly patients: clinical outcomes and disease patterns」を基にした暫定要約です。 掲載誌: BMC Emergency Medicine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11033-026-11496-5,The role of ATP9A (c.1091G > C; p.(Arg364Thr)) variant in cognitive impairment: diagnostic insight from whole exome sequencing,2026,要旨未取得のため、論文題名「The role of ATP9A (c.1091G > C; p.(Arg364Thr)) variant in cognitive impairment: diagnostic insight from whole exome sequencing」を基にした暫定要約です。 掲載誌: Molecular Biology Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11033-025-11257-w,"A rare case of LORICRIN gene c.684dup mutation associated with Vohwinkel syndrome in a Turkish patient, in silico analysis and literature review",2026,"要旨未取得のため、論文題名「A rare case of LORICRIN gene c.684dup mutation associated with Vohwinkel syndrome in a Turkish patient, in silico analysis and literature review」を基にした暫定要約です。 掲載誌: Molecular Biology Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
139,99,その他,eqnet-2553,パリレン成膜装置,京都大学 学際融合教育研究推進センター,成膜・蒸着・膜厚測定,真空蒸着・スパッタ(vac. coater・Sputter),3,10.1186/s12962-025-00682-0,Intradermal hepatitis B vaccination with imiquimod pretreatment in dialysis patients: a cost-effectiveness analysis,2026,Abstract Background Dialysis patients are at high risk for hepatitis B virus (HBV) infection. Intramuscular administration of HBV vaccination has shown limited responsiveness and durability of seroprotection in dialysis patients. Intradermal (ID) HBV Sci-B-Vac vaccination with imiquimod (Toll-like receptor 7 agonist) pretreatment was reported to be safe and improve seroprotection. This study aimed to evaluate the cost-effectiveness of ID administration of HBV Sci-B-Vac with pre-treatment imiqui…,10.1038/s41598-025-29734-4,Holographic effect through full parallax multi-viewpoint augmented reality with extended depth of field,2026,"Augmented reality near eye display (AR NED) is highly promising for applications that integrate real-world environments with virtual imagery. However, their commercialization is currently limited by the vergence and accommodation conflict (VAC), which arises from the mismatch between binocular vergence depth and monocular focal depth. In this study, we show a holographic-like AR optical system that generates full parallax multi-viewpoint (FPMVP) with an extended depth of field, achieving sharp…",10.1038/s41598-025-30604-2,"Rumen microbiome profiles of dairy cattle are affected by the presence of, and vaccination against, the abomasal parasitic nematode Ostertagia ostertagi",2026,"Ostertagia ostertagi is a highly prevalent nematode that affects grazing cattle and impacts performance and welfare by reducing appetite and hindering weight gain. Despite its economic significance, the influence of the abomasal parasite O. ostertagi on the rumen microbiome remains unexplored. We examined the effects of subclinical O. ostertagi infection and vaccination on the rumen microbiome at taxonomic and functional levels. In an experimental trial, calves treated with vaccine or adjuvant-…"
140,99,その他,eqnet-2035,パルスYAGレーザー装置(スペクトラフィジックスレーザズ・GCR-130-10S),福井大学 産学官連携本部,専用測定装置,レーザー,3,10.1007/s00345-025-06156-5,Prospective single-center study comparing RealPulse® Thulium:YAG and Holmium:YAG laser enucleation of the prostate,2026,要旨未取得のため、論文題名「Prospective single-center study comparing RealPulse® Thulium:YAG and Holmium:YAG laser enucleation of the prostate」を基にした暫定要約です。 掲載誌: World Journal of Urology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s00240-025-01915-w,Efficacy and safety of super-pulse thulium fiber laser compared to holmium: YAG laser for ureteral and renal stones: a multicenter retrospective study,2026,要旨未取得のため、論文題名「Efficacy and safety of super-pulse thulium fiber laser compared to holmium: YAG laser for ureteral and renal stones: a multicenter retrospective study」を基にした暫定要約です。 掲載誌: Urolithiasis 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41405-025-00391-z,"The effect of Chlorohexidine, Er:YAG laser and diode laser 980 nm as dental cavity disinfectants on dentine morphology and microleakage of composite restoration: an in vitro study",2026,"Abstract Introduction Residual microorganisms may remain even after thorough mechanical cavity preparation, leading to secondary caries. Additionally, the smear layer generated during this process can impair the adhesion between composite resin and dentine and limit the penetration of disinfectants into dentinal tubules. This study aimed to compare the effects of 2% chlorhexidine (CHX), 980 nm diode laser, and Er:YAG laser as cavity disinfectants on dentine morphology, mineral content, and micr…"
141,99,その他,eqnet-2221,パルスジェネレーター(NAC DG-535),岐阜大学 科学研究基盤センター 機器分析分野,その他,その他,3,10.1080/15384047.2026.2621606,Glutamine transporter SLC1A5 inhibits autophagy-mediated CD276 degradation to promote esophageal cancer progression,2026,"SLC1A5 enhances CD276 stability by suppressing ROS-autophagy signaling, promoting ESCC progression. Targeting glutamine metabolism to enhance CD276 degradation might be a novel therapeutic strategy for ESCC.",10.1038/s41467-025-67166-w,An astrocytic ensemble at vHip-NAc synapses modulates cognitive impairments induced by chronic tetrahydrocannabinol exposure,2026,要旨未取得のため、論文題名「An astrocytic ensemble at vHip-NAc synapses modulates cognitive impairments induced by chronic tetrahydrocannabinol exposure」を基にした暫定要約です。 掲載誌: Nature Communications 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s10792-025-03923-6,Assessment of neuroprotective efficacy of N-acetylcysteine compared with brimonidine in an experimental glaucoma model,2026,要旨未取得のため、論文題名「Assessment of neuroprotective efficacy of N-acetylcysteine compared with brimonidine in an experimental glaucoma model」を基にした暫定要約です。 掲載誌: International Ophthalmology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
142,99,その他,eqnet-2709,パルスレーザーMBE装置(誠南工業(株)・PLO-020R),大阪大学 大阪大学ナノテクノロジー設備供用拠点,成膜・蒸着・膜厚測定,真空蒸着・スパッタ(vac. coater・Sputter),3,10.1007/s10143-025-04021-y,Development of the SIMPLE scoring system for predicting malignant brain edema in patients with large hemispheric infarction following acute ischemic stroke,2026,要旨未取得のため、論文題名「Development of the SIMPLE scoring system for predicting malignant brain edema in patients with large hemispheric infarction following acute ischemic stroke」を基にした暫定要約です。 掲載誌: Neurosurgical Review 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-29498-x,"Evaluation of CMIP6 model performance and future climate projections over the Genale dawa river basin, Ethiopia",2026,"要旨未取得のため、論文題名「Evaluation of CMIP6 model performance and future climate projections over the Genale dawa river basin, Ethiopia」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1038/s41598-025-14297-1,Efficient estimation of proton exchange membrane fuel cells parameters using a hybrid swarm intelligent algorithm,2026,"Abstract The identification of unknown parameters for proton exchange memberane fuel cells (PEMFCs) using nature-inspired optimization algorithms has emerged as a significant field of research in recent years. In the present study, a novel approach is presented, namely the hybrid Gray Particle Cuckoo (GPC) algorithm based on the hybrid properties of the grey wolf optimizer (GWO), particle swarm optimization (PSO), and cuckoo search (CS) to address the identification problem associated with PEMF…"
143,99,その他,eqnet-2293,パーソナルインキュベーター,岐阜大学 科学研究基盤センター RI実験分野,専用測定装置,放射線・RI(放射性同位体)関連,3,10.1007/s00018-025-05967-4,VAMP4 in hypoxic adipose stem cell exosomes alleviates ischemia-reperfusion injury,2026,"This study demonstrated that hypoxic ADSC-Ex reduced ROS and mitochondrial dysfunction in vascular endothelial cells through VAMP4, thereby attenuating I/RI. This finding might provide a new approach for treating post-transplant I/RI.",10.1186/s12913-025-13957-2,Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study,2026,要旨未取得のため、論文題名「Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study」を基にした暫定要約です。 掲載誌: BMC Health Services Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-31908-z,Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing,2026,要旨未取得のため、論文題名「Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
144,99,その他,eqnet-916,パーソナルゲノムシーケンサーシステム(イルミナ・MS-J-001),東京農工大学 農学府 獣医学科 感染症未来疫学研究センター(水谷),遺伝子・ゲノム,DNAシーケンサー(NGS),3,10.1080/19490976.2025.2601430,Antigen-specific activation of gut immune cells drives autoimmune neuroinflammation,2026,"Microbiome-based therapies are promising new treatment avenues. While global alterations in microbiota composition have been shown in multiple sclerosis, whether and how gut microbiota influence autoimmune responses in an antigen-specific manner is unclear. Here, we genetically engineered gut bacteria to express a brain antigen and dissect their pathogenic potential in a murine model of autoimmune neuroinflammation. Colonization with bacteria expressing myelin - but not ovalbumin-peptide exacer…",10.1080/15384047.2025.2603095,Assessing progesterone receptor modulation in glioblastoma: from in vitro and animal model to a human pilot protocol,2026,"Our research highlights the critical role PR in GB progression using in vitro and in vivo models. MF, a PR modulator, effectively reduced cell viability and sphere formation in cellular assays and significantly decreased tumor volume in an in vivo study. The pilot trial demonstrated the pharmacological safety of using MF as an adjuvant in GB treatment. Patients treated with MF showed a significant increase in survival, with an 80% survival rate at 1 year compared to 0% in those who were treated…",10.19139/soic-2310-5070-3066,"Understanding the Spatial Distribution of Stunting in East Java, Indonesia: A Comparison of GWR and MS-GWR Models",2026,"Stunting is a growth impairment condition in children under five years old, resulting from chronic malnutrition and repeated infections, which causes them to be shorter than expected for their age. East Java is one of twelve priority provinces, with a stunting prevalence of 17.7% in 2023. Accurate identification of the factor influencing stunting is essential to support effective and targeted interventions. Given the spatial variability in these factors, conventional regression models such as O…"
145,99,その他,eqnet-4910,パーティクルデリバリシステム(バイオ・ラッド ラボラトリーズ株式会社 PDS-1000/He),神戸大学 研究基盤センター アイソトープ部門,遺伝子・ゲノム,遺伝子導入装置,3,10.1152/jn.00366.2025,Muscle-specific neural modulation in biarticular semitendinosus and biceps femoris during isometric torque generation,2026,"This study demonstrates that the semitendinosus and biceps femoris long head exhibit distinct preferred directions during multijoint isometric torque tasks. Whereas biceps femoris shows high interindividual variability despite anatomical alignment, semitendinosus consistently deviates from mechanical predictions, suggesting stable neural modulation. These findings reveal how the central nervous system selectively tunes muscle activity in a muscle-specific manner, balancing anatomical structure…",10.1007/s10029-025-03528-z,Barbed versus conventional sutures and the risk of abdominal wall dehiscence after laparotomy: a multicenter retrospective cohort study,2026,要旨未取得のため、論文題名「Barbed versus conventional sutures and the risk of abdominal wall dehiscence after laparotomy: a multicenter retrospective cohort study」を基にした暫定要約です。 掲載誌: Hernia 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s10029-025-03527-0,Robotic-assisted treatment of flank hernias with progressive intracorporeal fascial traction (PIFT): A novel technique for secure fascial adaptation,2026,"Abstract Background Incisional flank hernias pose a particular challenge due to scarred, retracted fascial edges and complex regional anatomy. This study evaluates a robotic-assisted technique employing progressive intermittent intracorporeal fascial traction (Vicryl 0 sliding-knot) combined with barbed-suture augmentation (STRATAFIX™ Symmetric PDS 0) in large-volume defects. Methods Between June 2023 and January 2025, 13 patients with symptomatic incisional flank hernias underwent repair with…"
146,99,その他,eqnet-4077,パーティクル検査装置A トプコン(WM2500),東北大学 研究推進・支援機構コアファシリティ統括センター,その他,その他,3,10.25133/jpssv352027.001,Trends in Research on Sustainable Development of Craft Village Tourism: A Bibliometric Analysis Using CiteSpace Software,2027,要旨未取得のため、論文題名「Trends in Research on Sustainable Development of Craft Village Tourism: A Bibliometric Analysis Using CiteSpace Software」を基にした暫定要約です。 掲載誌: Journal of Population and Social Studies 出版年: 2027 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.31643/2027/6445.07,A study of the geochemical features of the Nurkazgan copper-porphyry deposit,2027,"Porphyry copper deposits are the source of most of the world's copper, molybdenum and significant amounts of gold. This makes them a major focus of scientific research due to their economic significance. The article is devoted to the study of the geochemistry of host rocks and copper-porphyry ores at the Nurkazgan deposit. It identifies geochemical criteria for the distribution of gold in copper‑porphyry systems, as well as refines ore formation mechanisms in order to improve predictive criteri…",10.31643/2027/6445.08,To the question of pyrometallurgical technology for processing antimony-gold-bearing ores and concentrates,2027,"The increasing demand for non-ferrous, precious, and rare metals necessitates more comprehensive and efficient use of mineral raw materials, such as gold-antimony ores and concentrates. A promising approach is the use of pyrometallurgical processing in a fluidized bed, which offers more efficient heat and mass transfer than conventional technologies. This study aims to investigate the evaporation kinetics of antimony sulfide (Sb2S3) from gold-antimony ores and concentrates in a fluidized bed un…"
147,99,その他,eqnet-5053,ビーズ式ホモジナイザー Precellys Evolution(エムエス機器),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,遠心/粉砕/加熱機器,ホモジナイザー,3,10.1186/s12936-025-05764-1,Experimental evolution of Plasmodium yoelii in single and helminth-coinfected mice,2026,"Abstract Background Coinfection has the potential to affect key traits describing the infection dynamics, the severity of the disease and in fine parasite fitness. However, despite its pervasiveness, experimental work investigating how parasites adapt to the conditions provided by a coinfected host is mostly missing. Methods We adopted an experimental evolution approach to investigate if coinfection with the nematode Heligmosomoides polygyrus (Hp) affected the infection dynamics and virulence o…",10.1186/s13071-025-07158-3,Identification of a culturable fungal species and endosymbiotic bacteria in saliva of Aedes aegypti and Culex pipiens and their impact on arbovirus infection in vitro,2026,"Abstract Background Mosquito saliva plays a key role in arbovirus transmission and pathogenesis. It was shown that saliva contains several molecules that are essential for blood feeding. Recently, bacteria were also reported to be present in the saliva of Aedes albopictus and Anopheles mosquitoes. Nevertheless, information on the bacterial communities in Aedes and Culex saliva is still scarce. Methods This study isolated and identified culturable fungal and bacterial colonies from saliva harves…",10.1016/j.talanta.2026.129432,Multi-mycotoxin method applicable for the safety assessment of waste-fed black soldier fly (Hermetia illuscens) larvae on the way to circular bioeconomics,2026,"The ability of Black Soldier Fly (H. illuscens, BSFL) larvae to feed on substrates containing mycotoxins can make them key components for waste revalorisation in circular bioeconomic approaches. However, safety aspects concerning derived larval products are currently hindering the full exploitation of their potential since the established maximum levels for mycotoxins in feed also apply to insects. A regulation change would require experimental data confirming that BSFL do not accumulate mycoto…"
148,99,その他,eqnet-4412,ビードサンプラ 東京科学 NT-2100A,山口大学 総合科学実験センター 機器分析実験施設,構造解析/元素分析,蛍光X線装置,3,10.1038/s41467-025-66883-6,Implementing N-terminomics and machine learning to probe Nt-arginylation,2026,"N-terminal arginylation (Nt-arginylation) is a multifunctional post-translational modification (PTM) with roles in protein quality control, organelle homeostasis and stress signaling, but its study has been limited by technical challenges. Here, we develop an integrated approach combining N-terminomics with machine learning-based filtering to identify in cellulo Nt-arginylation. Using Arg-starting missed cleavage peptides as proxies for ATE1-mediated arginylation, we train a transfer learning m…",10.1007/s12020-025-04502-6,Hepcidin concentration and effect on iron homeostasis in patients with adrenocortical carcinoma and benign adrenal lesions – a pilot study,2026,要旨未取得のため、論文題名「Hepcidin concentration and effect on iron homeostasis in patients with adrenocortical carcinoma and benign adrenal lesions – a pilot study」を基にした暫定要約です。 掲載誌: Endocrine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12884-025-08129-3,"Prenatal alcohol use effects on birth, development, and educational outcomes in the Aboriginal and non-Aboriginal populations in the Northern Territory of Australia: a study protocol",2026,"要旨未取得のため、論文題名「Prenatal alcohol use effects on birth, development, and educational outcomes in the Aboriginal and non-Aboriginal populations in the Northern Territory of Australia: a study protocol」を基にした暫定要約です。 掲載誌: BMC Pregnancy and Childbirth 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。"
149,99,その他,eqnet-5132,ファーメンター (10L) ミツワフロンテック NBC-10000(10L) 2,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1016/j.colsurfa.2025.139010,The adsorption behavior of polyglycerol fatty acid ester emulsifiers at the oil-water interface regulates the stability of O/W emulsions,2026,要旨未取得のため、論文題名「The adsorption behavior of polyglycerol fatty acid ester emulsifiers at the oil-water interface regulates the stability of O/W emulsions」を基にした暫定要約です。 掲載誌: Colloids and Surfaces A Physicochemical and Engineering Aspects 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/978-3-032-05542-2_19,Performance and Economic Study on Solar Still with V-Shaped Jute Cloth Under Different Water Levels and Dropwise Water Feed,2026,要旨未取得のため、論文題名「Performance and Economic Study on Solar Still with V-Shaped Jute Cloth Under Different Water Levels and Dropwise Water Feed」を基にした暫定要約です。 掲載誌: Sustainable Civil Infrastructures 出版年: 2026 分野: Conference Paper 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1002/anie.202522878,Efficient Synthesis and Catalytic Performance Tuning of High-Entropy Alloys Using a Weaving Strategy,2026,"Abstract High‐entropy alloys (HEAs) have garnered considerable interest for their exceptional properties, notably in catalysis, owing to their multiple active sites and synergistic metal interactions. High‐entropy metal–organic frameworks (HE‐MOFs) have emerged as promising precursors for the synthesis of diverse HEAs. However, conventional approaches to synthesizing HE‐MOFs rely primarily on increasing metal ion diversity within the MOF nodes, often leading to complex and poorly controlled rea…"
150,99,その他,eqnet-5133,ファーメンター (10L) ミツワフロンテック NBC-10000(10L) ➀,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1016/j.colsurfa.2025.139010,The adsorption behavior of polyglycerol fatty acid ester emulsifiers at the oil-water interface regulates the stability of O/W emulsions,2026,要旨未取得のため、論文題名「The adsorption behavior of polyglycerol fatty acid ester emulsifiers at the oil-water interface regulates the stability of O/W emulsions」を基にした暫定要約です。 掲載誌: Colloids and Surfaces A Physicochemical and Engineering Aspects 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/978-3-032-05542-2_19,Performance and Economic Study on Solar Still with V-Shaped Jute Cloth Under Different Water Levels and Dropwise Water Feed,2026,要旨未取得のため、論文題名「Performance and Economic Study on Solar Still with V-Shaped Jute Cloth Under Different Water Levels and Dropwise Water Feed」を基にした暫定要約です。 掲載誌: Sustainable Civil Infrastructures 出版年: 2026 分野: Conference Paper 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1002/anie.202522878,Efficient Synthesis and Catalytic Performance Tuning of High-Entropy Alloys Using a Weaving Strategy,2026,"Abstract High‐entropy alloys (HEAs) have garnered considerable interest for their exceptional properties, notably in catalysis, owing to their multiple active sites and synergistic metal interactions. High‐entropy metal–organic frameworks (HE‐MOFs) have emerged as promising precursors for the synthesis of diverse HEAs. However, conventional approaches to synthesizing HE‐MOFs rely primarily on increasing metal ion diversity within the MOF nodes, often leading to complex and poorly controlled rea…"
151,99,その他,eqnet-5134,ファーメンター (2L) Mitsuwa Frontech NBC-2000 2,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1038/s41408-025-01412-8,Real-world treatment patterns and clinical outcomes among patients with diffuse large B-cell lymphoma in a US healthcare claims database,2026,"Abstract Treatment options for diffuse large B-cell lymphoma (DLBCL) have expanded, but real-world data on treatment patterns and outcomes remain limited. This study examined real-world outcomes in DLBCL patients treated between 10/1/2015 and 6/30/2024. Patients were stratified by lines of therapy (LOT) and treatments (1L rituximab, cyclophosphamide, doxorubicin, vincristine, prednisone [R-CHOP]; 2L stem cell transplant [SCT]; and chimeric antigen receptor T-cell [CAR T] therapy (any LOT). Vari…",10.4271/2026-26-0071,All New 1.2L Turbocharged Gasoline Direct Injection Engine from Tata Motors,2026,"There is continuous push from the legislation for stringent fuel economy and emission regulations while the modern customers are demanding more engaging driving experience in terms of performance and refinement. To meet this Tata Motors has developed an advanced 1.2L 3-cylinder turbocharged gasoline direct injection engine. This next-generation powertrain delivers optimum efficiency, reduced emissions, superior performance with refined NVH characteristics. The key features used to enable these…",10.1016/j.est.2026.120906,Precision modeling and capacity optimization of a pumped storage with hybrid units,2026,要旨未取得のため、論文題名「Precision modeling and capacity optimization of a pumped storage with hybrid units」を基にした暫定要約です。 掲載誌: Journal of Energy Storage 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
152,99,その他,eqnet-5135,ファーメンター (2L) Mitsuwa Frontech NBC-2000 3,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1038/s41408-025-01412-8,Real-world treatment patterns and clinical outcomes among patients with diffuse large B-cell lymphoma in a US healthcare claims database,2026,"Abstract Treatment options for diffuse large B-cell lymphoma (DLBCL) have expanded, but real-world data on treatment patterns and outcomes remain limited. This study examined real-world outcomes in DLBCL patients treated between 10/1/2015 and 6/30/2024. Patients were stratified by lines of therapy (LOT) and treatments (1L rituximab, cyclophosphamide, doxorubicin, vincristine, prednisone [R-CHOP]; 2L stem cell transplant [SCT]; and chimeric antigen receptor T-cell [CAR T] therapy (any LOT). Vari…",10.4271/2026-26-0071,All New 1.2L Turbocharged Gasoline Direct Injection Engine from Tata Motors,2026,"There is continuous push from the legislation for stringent fuel economy and emission regulations while the modern customers are demanding more engaging driving experience in terms of performance and refinement. To meet this Tata Motors has developed an advanced 1.2L 3-cylinder turbocharged gasoline direct injection engine. This next-generation powertrain delivers optimum efficiency, reduced emissions, superior performance with refined NVH characteristics. The key features used to enable these…",10.1016/j.est.2026.120906,Precision modeling and capacity optimization of a pumped storage with hybrid units,2026,要旨未取得のため、論文題名「Precision modeling and capacity optimization of a pumped storage with hybrid units」を基にした暫定要約です。 掲載誌: Journal of Energy Storage 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
153,99,その他,eqnet-5136,ファーメンター (2L) Mitsuwa Frontech NBC-2000 4,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1038/s41408-025-01412-8,Real-world treatment patterns and clinical outcomes among patients with diffuse large B-cell lymphoma in a US healthcare claims database,2026,"Abstract Treatment options for diffuse large B-cell lymphoma (DLBCL) have expanded, but real-world data on treatment patterns and outcomes remain limited. This study examined real-world outcomes in DLBCL patients treated between 10/1/2015 and 6/30/2024. Patients were stratified by lines of therapy (LOT) and treatments (1L rituximab, cyclophosphamide, doxorubicin, vincristine, prednisone [R-CHOP]; 2L stem cell transplant [SCT]; and chimeric antigen receptor T-cell [CAR T] therapy (any LOT). Vari…",10.4271/2026-26-0071,All New 1.2L Turbocharged Gasoline Direct Injection Engine from Tata Motors,2026,"There is continuous push from the legislation for stringent fuel economy and emission regulations while the modern customers are demanding more engaging driving experience in terms of performance and refinement. To meet this Tata Motors has developed an advanced 1.2L 3-cylinder turbocharged gasoline direct injection engine. This next-generation powertrain delivers optimum efficiency, reduced emissions, superior performance with refined NVH characteristics. The key features used to enable these…",10.1016/j.est.2026.120906,Precision modeling and capacity optimization of a pumped storage with hybrid units,2026,要旨未取得のため、論文題名「Precision modeling and capacity optimization of a pumped storage with hybrid units」を基にした暫定要約です。 掲載誌: Journal of Energy Storage 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
154,99,その他,eqnet-4490,ファーメンター (2L) Mitsuwa Frontech NBC-2000 ➀,山口大学 中高温微生物研究センター,培養/恒温恒湿度器/滅菌機機,微生物培養,3,10.1038/s41408-025-01412-8,Real-world treatment patterns and clinical outcomes among patients with diffuse large B-cell lymphoma in a US healthcare claims database,2026,"Abstract Treatment options for diffuse large B-cell lymphoma (DLBCL) have expanded, but real-world data on treatment patterns and outcomes remain limited. This study examined real-world outcomes in DLBCL patients treated between 10/1/2015 and 6/30/2024. Patients were stratified by lines of therapy (LOT) and treatments (1L rituximab, cyclophosphamide, doxorubicin, vincristine, prednisone [R-CHOP]; 2L stem cell transplant [SCT]; and chimeric antigen receptor T-cell [CAR T] therapy (any LOT). Vari…",10.4271/2026-26-0071,All New 1.2L Turbocharged Gasoline Direct Injection Engine from Tata Motors,2026,"There is continuous push from the legislation for stringent fuel economy and emission regulations while the modern customers are demanding more engaging driving experience in terms of performance and refinement. To meet this Tata Motors has developed an advanced 1.2L 3-cylinder turbocharged gasoline direct injection engine. This next-generation powertrain delivers optimum efficiency, reduced emissions, superior performance with refined NVH characteristics. The key features used to enable these…",10.1016/j.est.2026.120906,Precision modeling and capacity optimization of a pumped storage with hybrid units,2026,要旨未取得のため、論文題名「Precision modeling and capacity optimization of a pumped storage with hybrid units」を基にした暫定要約です。 掲載誌: Journal of Energy Storage 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
