doc_id,name,papers_used,abstract_ja_updated,usage_summary_len,status,error
0rhzMrrIdX77ay3482KU,原子吸光分光光度計(AA-7000),3,0,214,ok,
0sAnHwWgZA5qbQyC8JvU,正立顕微鏡落射,3,0,202,ok,
0sfCM7NRXzPmCJmcbuJf,高精細3Dプリンタ Agilista-3200,3,0,206,ok,
0ucSIO8QEqaZZfSwMU7S,【武田SCR】 2インチ3元電子線蒸着装置 BB7873 BB7873,3,0,249,ok,
0uoLTv9GQAICDsKpLxS2,[749]高分解能核磁気共鳴装置（No.3）,3,0,146,ok,
0vdJIerePzA7Cd70FX8n,電気的特性評価装置,3,0,170,ok,
0vrDi9jEZKNdFgrfbiKu,超音波ホモジナイザ,3,0,218,ok,
0vyvWyQC43oL1FAhq32B,反応ロボット Biomek 2000,3,0,184,ok,
0wPvV4sE549HP2A0CGQi,ラボ用コロナ分極装置,3,0,175,ok,
0xXTtfvxNlgRlfUzIKsO,質量分析計 / JMS-700 Mstation (JEOL),3,0,233,ok,
0yjXamEfnEjP1wr9FZmz,【武田SCR】 金属三次元NC加工装置 MDX-540A MDX-540A,3,0,190,ok,
0zuGjoc6Qm8SFn0ScQRO,蛍光X線膜厚測定装置,3,0,189,ok,
10DElzBDQ2RjUiGjXOXL,TRIP外部共用・基盤研究支援,3,0,214,ok,
10od1xQCAcpgus7uhBgi,クリオスタットCM1950OUVV,3,0,218,ok,
11wM34fJblmrVWuI1f3W,マルバーン ゼータサイザーナノZS (粒子径・ゼータ電位・分子量測定装置),3,0,215,ok,
14fs2yDkne7h4YrUgeGr,集細胞遠心装置サイトスピン4,3,0,153,ok,
14lPjsdnWlNxXB4v7pt0,X線CT,3,0,182,ok,
14rIojvxm5PuFJCrmkVq,透過型電子顕微鏡(TEM),3,0,181,ok,
17TxDa0xwABCpg3ytRA1,ブルカー・AXS社製 S8 TIGER-MA 1kW,3,0,196,ok,
17Z4ydqRJK2Xt3ht83jC,[1041]ﾅﾉｲｵﾝﾀﾞｲﾅﾐｸｽ AV400WB,3,0,150,ok,
18DvPw67tvAXVJmbg1zr,自動セルカウンター CountessⅡ FL Automated Cell,3,0,198,ok,
18cD1j5XZicI937DXdd6,電界放出型クライオ電子顕微鏡 CRYO ARM300II,3,0,198,ok,
18mn7GFnU1Dr9kPnwSP3,フローサイトメーター (BD FACS Verse),3,0,231,ok,
19R4YvX3KuxiIQjACLDA,中性子捕獲ガンマ線測定用Ge検出器,3,0,155,ok,
19xtBShEffIS0kSr92nK,キャピラリ電気泳動システム,3,0,214,ok,
1AVt3lS0mwwzneCJc2Fj,走査型電子顕微鏡(SEM-EDS),3,0,143,ok,
1BIJIW3QrDiI6yqIxbe3,イオンミリング装置(E-3500),3,0,216,ok,
1CVS8L28rF0CmZZb2B5F,小角X線散乱装置,3,0,187,ok,
1Cp2ZvYlXg1LXVblWySf,ZOE FLUORESCENT CELL IMAGER,3,0,267,ok,
1D13S9JXQOogLw1QYEme,BL-14B High-precision X-ray Optics,3,0,223,ok,
1HM0TVXyYopXAmOIK2di,液体ｼﾝﾁﾚｰｼｮﾝｶｳﾝﾀｰ－型式：AccuFLEX LSC-8000,3,0,192,ok,
1HNRX4K9YTrJqSiAXGHx,ICP-RIE,3,0,155,ok,
1HtBkxqJphAwViRS5Hzr,小動物用PET/SPECT/CT,3,0,265,ok,
1LsPsu2POKWU3umVtwHl,全自動水平型多目的X線回折装置 X線回折装置SmartLab,3,0,216,ok,
1OldRKTU4L8woPydKKA2,卓上型ランプ加熱装置,3,0,149,ok,
1Q379Eu9aEx2gwrIUVPS,電子共鳴装置(＊) JEOL JES-FA200,3,0,239,ok,
1QXJatzkjW4hOgzXRl7K,イネゲノム構造機能解析システム1-1 (バイオハザード対応グロースキャビネット コイトトロン SBH-3024A 特殊型) (1/4スペース),3,0,271,ok,
1RY8i59hsB371WVwoD5k,FT-NMR装置,3,0,132,ok,
1RrOCPTBlSn7oboW3nPN,卓上型ピペット検査機器SmartCheck(2021008),3,0,233,ok,
1S91tXmCvy9E6T1lsd0G,小型・高出力QスイッチパルスYAGレーザー,3,0,175,ok,
1T0W8cLFapEbFfPddsF0,X線光電子分光分析装置 (ULVAC-PHI APEX ESCA),3,0,255,ok,
1TsUcjMZ06wfDotWvSLt,高感度熱分析装置 示差走査熱量計DSC 204 F1 Phoenix/μ-Sensor,3,0,187,ok,
1VMGWsKghcFjEE5GKqR8,マルチタイプICP発光分析装置,3,0,163,ok,
1Wv0PXBQ6owC3OUjaMNk,高速液体クロマトグラフ・Nexera Lite,3,0,182,ok,
1ZN05aO0S1cGJwOjnoF1,CLC Genomics Workbench(2017003),3,0,254,ok,
1a91FTrZuLlCGrSBqJvC,卓上型NMRシステム装置,3,0,136,ok,
1aAqQrCCVXNq3Jf09gK3,超低温フリーザー_04 パナソニックヘルスケア MDF-DC500-VX-PJ,3,0,222,ok,
1aTBDZrSp9e0Ly3w5vyG,細胞組織培養器,3,0,167,ok,
1ch3WyAq75poTcp91kSE,モノクロデジタルカメラ,3,0,203,ok,
1dDbXvTMyywgsa99Jo4w,磁気特性測定装置 MPMS-XL,3,0,164,ok,
1dE41in0VxCxTmwxWWLT,蛍光倒立顕微鏡 THUNDER Imager 3D(2021003),3,0,173,ok,
1dFofostq7qUgoDK2gzm,ASTEC社 低酸素インキュベーター,3,0,180,ok,
1dSXz2kL4aJH5D3QdUEV,500MHz NMR,3,0,134,ok,
1eJKo7TWZ3m43k4yb7XB,液体クロマトグラフィシステム AKTA pure,3,0,218,ok,
1eVSBiFujiCwscZJwTrO,分光照射装置 SCAS-10,3,0,215,ok,
1eXZbYdk7ogB0ROp5G1B,【武田SCR】 ニッケルめっき装置 欠片ー４”メッキ装置,3,0,242,ok,
1eciSJA3OAQ8DhzqRerm,全自動回転式MICROMロータリーミクロトーム,3,0,279,ok,
1fSXSYRXbwGvdg8dLZ77,[712]2000kN圧縮試験装置,3,0,175,ok,
1gGuxqPyRlzPmPi6Gpho,XPRミクロ天びん,3,0,210,ok,
1gSCwdfdQBub7pNhQO0f,キャピラリガスクロマトグラフ,3,0,215,ok,
1hPqNREwTJFLlKqDt6uv,3Dレーザースキャナー,3,0,194,ok,
1hVB40QjOOLmxONoqdcy,[247]薄膜形成用プラズマCVD装置〔リンク〕,3,0,188,ok,
1iRyYGtSMo82AjWhH1HU,示差走査型熱量計,3,0,136,ok,
1kZHSPg093GfIjWmGQOk,ChIPシーケンス解析-2：クロマチン調整、免疫沈降～データ解析まで含むフルプラン,3,0,206,ok,
1mOK0SRHQ2CfVDcqhLmc,産業用カーボンファイバー3Dプリンター,3,0,202,ok,
1mQt4YGfRdIvimDpR68X,土壌フラックス測定システム,3,0,174,ok,
1nM2bIzyZv3ZJtWu4q9F,BL-19A/B Soft X-ray Microscopy (STXM) and Spectroscopy,3,0,243,ok,
1pdd02OXQZ2cTdjj8AGH,4CH燃焼解析ユニット,3,0,212,ok,
1pqLxLI46xGYoGlra8Nw,[803]クライオスタット（CM3050S）,3,0,207,ok,
1spGHBet3r5Ba9qOVprM,低温自動炭酸ガス細胞培養装置［No.1],3,0,160,ok,
1spYKXJD726Z6ximx804,【武田SCR】 高出力NCレーザーカッター HGCF0606 HGCF0606,3,0,192,ok,
1ta4G2ziEi8GYOpFS0M3,単結晶X線解析装置,3,0,188,ok,
1umyKCe4cyJ0wE99Qh0R,オートクレーブ (45L),3,0,234,ok,
1xFW5hxSdzMjNSX1ghj3,ガスクロマトグラフ質量分析計(GC-MS) (GCMS-QP2010),3,0,229,ok,
1xY1moQ5d6gdSctbZjoh,ショットキー電界放出形走査電子顕微鏡（FE ―SEM）,3,0,153,ok,
1xq3sXBHvNyNzpsW3hQt,400MHz NMR Spectrometer,3,0,147,ok,
1xvX6WQQfBRq5bPDmbgj,Cu CMP装置,3,0,185,ok,
1y7m99X8vWpdajARLJdf,[085]サブオングストローム電子顕微鏡〔リンク〕,3,0,202,ok,
1yZeXBsQvdEqccWayb9D,【武田SCR】 形状・膜厚・電気特性評価装置群 Tohospec3100 Tohospec3100,3,0,263,ok,
1ygNZJ9jlknAVDFdX6ZL,組織微小環境マルチプレックスSpatial解析システム,3,0,193,ok,
20MO55GGHmWy4ipAwvoH,ドラフトチャンバー Right側（学内ユーザー限定）,3,0,157,ok,
20Q1qsazEIPbX3ssSuBm,木材・木質素材強度試験機,3,0,183,ok,
21bNh8fntVt9rA67qEU0,液体クロマトグラフィー質量分析装置,3,0,231,ok,
22lsg9uciAeQFzZKpDzG,空間光変調器(LCOS-SLM) X10468 series,3,0,232,ok,
2372ma8qDCZnPx4Q9YFm,全自動キャピラリー電気泳動システム,3,0,226,ok,
249sIEyawysYAcj3GmfS,SEM用イオンミリング装置,3,0,139,ok,
26s6Hn9skJl8T1KvP7t0,分光蛍光光度計 F-2500,3,0,178,ok,
29LpMyZYG8FCJ9NscNr6,digitalPCRシステム BIORAD QX200,3,0,327,ok,
2DJ72rThxEOT6G0DdgVQ,超低温フリーザー_01 パナソニックヘルスケア MDF-DC500-VX-PJ,3,0,222,ok,
2Da3Z8PcFcd1Wl0jcw9d,走査型電子顕微鏡(SEM) (JSM-6510A),3,0,151,ok,
2Di3gALMRVrMcL9RNRvR,５連スパッタ装置,3,0,169,ok,
2EJgw4GOTTcpN8QZNDeu,フィールドエミッション電子プローブマイクロアナライザ(JXA-8530F),3,0,216,ok,
2ExkPt68AUUlmQUzm6RJ,紫外線偏光顕微鏡ユニット ポラライザ,3,0,128,ok,
2HR6xHFuNZTOWlqLT4Kz,電子ビーム描画装置,3,0,188,ok,
2HuBkMJWFLM4bo9v5lLV,円二色性分散計（日本分光 J-720W）,3,0,110,ok,
2Ic1LU09d0R8Sdd05DkL,リアルタイムPCR,3,0,183,ok,
2If47ehM8XMa9D1Pjjjg,ピッピンパルス (sage science PippinPulse),3,0,242,ok,
2JENrlwOHj4NRk3zZLXL,微量分光光度計,3,0,216,ok,
2L9AbS2wgWwKcTBwXFMS,（故障中 復旧の見込みは立っていません ）フィールドエミッション走査電子顕微鏡（SEM）,3,0,170,ok,
2MG4D32yuTjXDTqaLU4V,X線光電子分光分析装置（XPS）,3,0,238,ok,
2MWWNfENjVusIDElDPd4,走査型プローブ顕微鏡 (SPM),3,0,227,ok,
2OH7TKecAAsbJfNlLGUD,X線照射装置,3,0,185,ok,
2Q10JLabV8BTvcMHiVWK,凍結切片作成装置 Leica CM1860,3,0,204,ok,
2QwSNd6qZNgwk0lvhpfN,紫外-可視分光光度計（UV-VIS）,3,0,205,ok,
2RV2gXyEFZpWMmPlFP5A,オゾンクリーナー（SIMS付帯）,3,0,197,ok,
2S9sv5A1tMixr238QudG,糖鎖解析用質量分析システム,3,0,207,ok,
2Tedq1g4clVkE8VNa9mK,ArrayScan 細胞イメージアナライザー VTI HCS Reader,3,0,275,ok,
2UrtHXdfdF7cQkJyK8fC,フローサイトメーター (BD LSR FortessaX-20),3,0,237,ok,
2WJiqgyBtNwP6XcbEDe9,"タンデム四重極-飛行時間型質量分析計 (ESI,APCI)オートサンプラー付きUPLC装備",3,0,182,ok,
2XkjkYNrB2phFX3FiO02,内臓脂肪計,3,0,161,ok,
2Xw8u97forgs49Adw2Bp,"[167]マニュアルプローバ cascade 8inch,1/fノイズ計測システム付",3,0,243,ok,
2YqdR6d4PXSxHT3vLBCM,バイオアナライザ電気泳動システムAgilent 2100 ［No.1］,3,0,175,ok,
2ZQQH2hbMxczJ9gfzL9T,【研基セ】フーリエ変換型赤外分光光度計（FT-IR）,3,0,259,ok,
2ZaLQoMamWsp7gbzYE1D,"BL-27B Radiation Biology, XAFS for Radioactive Samples",3,0,243,ok,
2ZmUI2udKkgX1kyxBOEZ,マグネトロンスパッタ装置,3,0,173,ok,
2aLQ9HkIcmvsoPKFjJff,超純水製造システム Milli-Q Reference A+ S.Kit(JP),3,0,194,ok,
2ayNvnI21ra9Pkb6v0zB,レーザーラマン分光光度計(NRS-3100KK),3,0,201,ok,
2bWSx7nXBLaF2bsTrbz0,デュアルORユニット,3,0,174,ok,
2bkqSh2UM5uLV5jAcieG,Chromium コントローラー,3,0,189,ok,
2ccTLUPJf8L9CabNEbUY,マルチモード・プレートリーダー,3,0,224,ok,
2ccUc8U4rAtyv2l27uO4,可視紫外近赤外分光光度計(UV),3,0,201,ok,
2dFMHU1vBd0rvqe8H8N0,Droplet Digital PCR システム,3,0,155,ok,
2eQjtSQiQbwCGJOKFmkT,DNAシークエンサー,3,0,197,ok,
2hHKwQeaVXDiwQWs42sQ,自動研磨装置 ビューラー メタザーブ250 + ベクトルLC250,3,0,206,ok,
2hJ7hLXwLUevKv55Pgi9,陰圧型ビニールアイソレーター,3,0,174,ok,
2hiQINmPgYxHckSZA6Fx,気象観測装置,3,0,171,ok,
2iIwkv0b1SHE7eHj3DZU,オートクレーブB HV-50,3,0,148,ok,
2iqZ2dYliZ3mRqO5XRaI,日本分光 P-2300,3,0,167,ok,
2isuJYCExYk1DyHXGfzh,MALDI-TOF-MS,3,0,200,ok,
2jDoya89E10GQ5q3sXKL,研究用倒立顕微鏡,3,0,203,ok,
2jne7KHX75MVwkpPHfrq,QX200 Droplet Digital PCRシステム,3,0,191,ok,
2kNVcBMTM1IbzpwBkZfH,メイワフォーシス Neoc Pro,3,0,136,ok,
2lVTVHpLKnbFqWEbt3m8,質量分析装置 (JMS-700),3,0,218,ok,
2mNrhXqtkbJ56jbvvVlv,エネルギー分散型X線分析装置,3,0,193,ok,
2n4NE2MKbzOaLW48zgC4,セルソーター,3,0,215,ok,
2naQD8Zz5jjbKuekuqc9,(ARIM)顕微ラマン装置 NRS-5100,3,0,199,ok,
2nfjp3LRhPo22qUwftEY,[905]セルソーター BD FACS AriaII-3号機,3,0,235,ok,
2ngDsr8galnqZly4Lb2q,【武田SCR】 樹脂三次元NC加工装置 MDX-40A MDX-40A,3,0,188,ok,
2oDYKjYWBX8ooTGzXU2v,10x Chromium コントローラー（機器利用のみ）,3,0,192,ok,
2qLPjgV3FMCGXomZdQ30,ラット頭部用1chループコイル(受信専用),3,0,222,ok,
2rMETtoekqtt6esKdaR2,走査電子顕微鏡,3,0,133,ok,
2tQSyysW5GzUbZBLqC9k,超低温フリーザー_03 パナソニックヘルスケア MDF-DC500-VX-PJ,3,0,222,ok,
2uuhPARgQjXxrfevva77,LightCycler96 system,3,0,166,ok,
2v8wqxYFDpYudc8sGn4z,電子顕微鏡親水化処理装置,3,0,151,ok,
2w8FLrapFKyx9CNYodad,粒子径・粒度分布・分子量測定システム（Particle size analyzer),3,0,220,ok,
2woSGml0rTwZkahrcH54,回転式ミクロトーム(HistoCore AUTOCUT R),3,0,221,ok,
2xclInrGUumc2oINBnBb,モバイル型リアルタイムPCR装置Franklin(2021004)レンタル可,3,0,212,ok,
2xeFC8h1oZDrit6hwioZ,ICP-RIE装置 [RV-APS-SE],3,0,169,ok,
2y022rpDZ8SFpcIn3312,[096]3D測定レーザー顕微鏡,3,0,199,ok,
2y5o7VxbAaKjYMdv0MbO,高分解能3次元構造評価装置,3,0,181,ok,
2ykLMLP65qZt7FecyKtB,600MHz NMR Spectrometer,3,0,147,ok,
2zShI4WEPU3UQMyPX0G8,カラー３Dレーザー顕微鏡,3,0,125,ok,
31ZxgWQbJvrUbbm4FI8j,化学発光・蛍光撮影装置（iBright FL1500 Imaging System）,3,0,218,ok,
320D5SyXuoIcfLqTpUa4,極低温反応機,3,0,166,ok,
33cCf5DKWMmzpV0FxvKo,"時間領域核磁気共鳴装置（TD-NMR, minispec mq20）",3,0,158,ok,
35LcaLXsJGS1H7Ok3CLT,マイクロフォーカスX線CTシステム (inspeXio SMX-225CT),3,0,216,ok,
35rCJ0kQ6paR36jbKzZo,分光エリプソメーター(Sentec),3,0,184,ok,
36F4In1YHSlbJ6JsCasJ,自動示差熱・熱重量同時測定装置（TG-DTA/DSC）,3,0,189,ok,
36SUilWLYoSOvGYfWmFU,マイクロ波試料前処理装置,3,0,151,ok,
36j3ZbgPfkaKV3SSpcCl,多機能超遠心機 Optima L-90K,3,0,245,ok,
36jTBy1x0T4ZHPdWoAs3,オスミウムコータ(Tennant20),1,0,259,ok,
36nFNFLI3agAmd3NXu2Z,薄膜結晶用X線回折装置(XRD),3,0,202,ok,
36qkoZEBiBVfqE7w9pov,複合ビーム加工観察装置FIB-SEM複合装置,3,0,148,ok,
36ueGbhAFXx7Aefjw6Ll,ダイヤモンドナイフ,3,0,148,ok,
37F1aaZnJvDSIYXkuFAn,微小部X線分析装置(XGT-9000),3,0,198,ok,
37Rlj2jkln5PUWfAZjy6,タンパク質多項目同時測定システムBio-Plex 200,3,0,237,ok,
39YhcnMIPqGaXoEvU3R2,電界放出形走査電子顕微鏡,3,0,138,ok,
3ADWlcO9W8550olhqK2v,[830]シングルセル解析プラットフォーム（Chromium iX）,3,0,207,ok,
3AlKI6GMwbc7aWdLcPLp,マイクロダイセクション装置,3,0,152,ok,
3BYbYP5FqBKR6hWuQbZO,[416]X線位相スキャナ,3,0,192,ok,
3D56QBlDZ1d0B5BECzEe,システム実体顕微鏡,3,0,204,ok,
3DUMv20aZsni3bRh4fc2,クロスセクションポリッシャー（CP）,3,0,244,ok,
3EzohEfHYTbu1ZpOm3yA,電子スピン共鳴装置 /JES-FA100 (JEOL),3,0,308,ok,
3FfKGseMX6yv3YKQAddu,高速液体クロマトグラフ質量分析装置(LCMS-8050),3,0,242,ok,
3FykJwnTrOuv0Dys1Y0P,WSE-5200RGB Printgraph2M,3,0,216,ok,
3GvxZ0Yaf9SWCnBUKhmT,電子ビーム型真空蒸着装置,3,0,177,ok,
3I9Q096UoTt2nassMQ9z,[729]FTIR,3,0,242,ok,
3KBGjlkJZ61vwuy7cNae,高性能単結晶X線自動解析装置,3,0,193,ok,
3KePW9UAeekecN5ueaRm,[070]微細加工システム FIB/SEM デュアルビームシステム,3,0,159,ok,
3KiBX0JW7tJy8kB3YspG,CytoFLEXフローサイトメーター,3,0,195,ok,
3KludMJ2UlHeSmLfd4BZ,[518]共焦点顕微鏡 Zeiss LSM800,3,0,251,ok,
3LPp487KWmMb3CruuAYT,核磁気共鳴装置,3,0,131,ok,
3O4XEnFy1btzZEUHfZkg,溶液動態解析システム 600MHzコンソール,3,0,223,ok,
3Qn2kZYnwFo2JKoXeKMe,高速液体クロマトグラフ質量分析装置(LCMS-8050),3,0,242,ok,
3SW3guZf6CXERcAR5twH,[718]クライオ透過電子顕微鏡装置,3,0,186,ok,
3T8HQe5LnIghv25nCDG0,超伝導核磁気共鳴装置400MHz JNM-ECZ400R,3,0,152,ok,
3Ux9Vq4K7nStXmBM6i0x,集束イオンビーム/走査電子顕微鏡 FIB-SEM,3,0,150,ok,
3XW7807NKwieaw7sY2vb,リアルタイムPCRシステム StepOnePlus,3,0,199,ok,
3YG3qRUWLrAxTmovkRam,卓上フード/試薬棚/実験用スタンド,3,0,177,ok,
3YOtifFoZ070Fn7MMFhN,ビジュアルアナライザー・IRIS,3,0,204,ok,
3Yd6cSh7ECPK8oRLqybv,[239]超高分解能分析走査型電子顕微鏡 一式〔リンク〕,3,0,154,ok,
3b5QZDZZk75HwhLYEb9M,HPLCシステム,3,0,199,ok,
3e2meqKAp7ARCK2jwY1T,包埋恒温器 堂島イーエムTD-500B,3,0,180,ok,
3e9vaCsd4qzmpIyXtPRp,微小部蛍光X線分析装置（ORBIS PC）,3,0,200,ok,
3eSuXtDHfe0WfwCzE72l,スペースチャンバー(熱真空試験装置),3,0,179,ok,
3ewIkcYJb9W1s3vBL5fN,BIN 電源,3,0,180,ok,
3fd2P8uhWE3N1BUY1AcA,[366]薄膜表面評価用インプレーンX線回折装置,3,0,210,ok,
3gygYTDWJdqXuMOB6BSt,200ｋV電界放出型透過型電子顕微鏡,3,0,186,ok,
3hjM5161FbQIwILJFoce,リアルタイムPCRシステム,3,0,187,ok,
3jxwSZ8ybm81UcxHlNr4,高感度ゲル撮影装置,3,0,218,ok,
